ID,Centrality,Optimality,recon3_genes,Lewis2010_genes,VMH_gene_IDs,KEGG_genes,Name,Reaction,Node type
FUMTSULtmNeuron,0.0036824656046761956,0,"1468, 2184, 2271",1468,NA,NA,"Fumarate:thiosulfate antiport, mitochondrial Neuron",fum[cN] + tsul[mN] <=> fum[mN] + tsul[cN],Neuron
FUMmNeuron,0.1320630812805514,0.4083399935410395,2271,2271,NA,NA,"fumarase, mitochondrial Neuron",fum[mN] + h2o[mN] <=> mal-L[mN],Neuron
FUMmNeuron,0.1320630812805514,0.4083399935410395,"1468, 2184, 2271",2271,NA,NA,"fumarase, mitochondrial Neuron",fum[mN] + h2o[mN] <=> mal-L[mN],Neuron
FUMtmNeuron,0.042441921931746396,3.321932253905396e-17,1468,1468,NA,NA,"fumarate transport, mitochondrial Neuron",fum[cN] + pi[mN] <=> fum[mN] + pi[cN],Neuron
FUMtmNeuron,0.042441921931746396,3.321932253905396e-17,"1468, 2184, 2271",1468,NA,NA,"fumarate transport, mitochondrial Neuron",fum[cN] + pi[mN] <=> fum[mN] + pi[cN],Neuron
G5SDymNeuron,0.46716259441155356,9.965796761716188e-17,5832,5832,NA,NA,glutamate-5-semialdehyde dehydrogenase (m) Neuron,glu5p[mN] + h[mN] + nadph[mN] --> glu5sa[mN] + nadp[mN] + pi[mN],Neuron
G6PDH2rNeuron,0.1165471105915161,9.0166732606003594e-17,"9563, 2539","9563, 2539",NA,NA,glucose 6-phosphate dehydrogenase Neuron,g6p[cN] + nadp[cN] <=> 6pgl[cN] + h[cN] + nadph[cN],Neuron
GCALDDmNeuron,0.5317786162584154,9.491235011158273e-18,"8659, 8659, 219, 217, 5832, 4329, 7915, 7915","8659, 219, 217, 5832, 7915, 4329",NA,NA,"Glycolaldehyde dehydrogenase, mitochondrial Neuron",gcald[mN] + h2o[mN] + nad[mN] --> glyclt[mN] + 2.0 h[mN] + nadh[mN],Neuron
GCALDDmNeuron,0.5317786162584154,9.491235011158273e-18,"221, 220, 218, 222, 8659, 8659, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217, 5832, 4329, 7915, 7915","8659, 219, 217, 5832, 7915, 4329",NA,NA,"Glycolaldehyde dehydrogenase, mitochondrial Neuron",gcald[mN] + h2o[mN] + nad[mN] --> glyclt[mN] + 2.0 h[mN] + nadh[mN],Neuron
GCC2amNeuron,0.47026759802806517,2.987345802419232e-15,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",gly[mN] + h[mN] + lpam[mN] <=> alpam[mN] + co2[mN],Neuron
GCC2bimNeuron,0.007265613126236495,2.9731089499024945e-15,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage system (lipoamide) irreversible, mitochondrial Neuron",alpam[mN] + thf[mN] --> dhlam[mN] + mlthf[mN] + nh4[mN],Neuron
GCC2cmNeuron,0.4628815605380539,2.987345802419232e-15,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",dhlam[mN] + nad[mN] <=> h[mN] + lpam[mN] + nadh[mN],Neuron
GCCamNeuron,0.470267598023992,1.423685251673741e-17,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",gly[mN] + h[mN] + lpro[mN] <=> alpro[mN] + co2[mN],Neuron
GCCbimNeuron,0.0072656131287710405,0,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial Neuron",alpro[mN] + thf[mN] --> dhlpro[mN] + mlthf[mN] + nh4[mN],Neuron
GCCcmNeuron,0.46288156053709123,1.423685251673741e-17,"1738, 2653, 275, 2731","1738, 275, 2731, 2653",NA,NA,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",dhlpro[mN] + nad[mN] <=> h[mN] + lpro[mN] + nadh[mN],Neuron
GHMT2rmNeuron,0.16235102954558772,2.007720833456609e-15,"6470, 6472",6472,NA,NA,"glycine hydroxymethyltransferase, reversible, mitochondrial Neuron",ser-L[mN] + thf[mN] <=> gly[mN] + h2o[mN] + mlthf[mN],Neuron
GHMT2rmNeuron,0.16235102954558772,2.007720833456609e-15,"6470, 6472, 6470",6472,NA,NA,"glycine hydroxymethyltransferase, reversible, mitochondrial Neuron",ser-L[mN] + thf[mN] <=> gly[mN] + h2o[mN] + mlthf[mN],Neuron
GHMT3mNeuron,0.44620425374584494,0,"6470, 6470",6472,NA,NA,"glycine hydroxymethyltransferase, mitochondrial Neuron",3htmelys[mN] + h[mN] --> 4tmeabut[mN] + gly[mN],Neuron
GLACOmNeuron,0.5317786162551881,0,"221, 220, 218, 222, 8854, 8854, 224, 223, 8854, 216","8659, 219, 217",NA,NA,"D-Glucuronolactone:NAD+ oxidoreductase, mitochondrial Neuron",glac[mN] + 2.0 h2o[mN] + nad[mN] --> glcr[mN] + 3.0 h[mN] + nadh[mN],Neuron
GLNtmNeuron,0.0039942265748541565,0.25516432380248716,,,NA,NA,L-glutamine transport via electroneutral transporter Neuron,gln-L[cN] --> gln-L[mN],Neuron
GLU5KmNeuron,0.04039741472850429,0,5832,5832,NA,NA,glutamate 5-kinase (m) Neuron,atp[mN] + glu-L[mN] --> adp[mN] + glu5p[mN],Neuron
GLUDxmNeuron,0.55118374077955,1.540633069060917e-14,"2746, 2747","2746, 2747",NA,NA,glutamate dehydrogenase (NAD) (mitochondrial) Neuron,glu-L[mN] + h2o[mN] + nad[mN] <=> akg[mN] + h[mN] + nadh[mN] + nh4[mN],Neuron
GLUDymNeuron,0.5392380159780746,0.042311540867526407,"2746, 2747","2746, 2747",NA,NA,"glutamate dehydrogenase (NADP), mitochondrial Neuron",glu-L[mN] + h2o[mN] + nadp[mN] --> akg[mN] + h[mN] + nadph[mN] + nh4[mN],Neuron
GLUNmNeuron,0.1894103583153217,0.2551643238024872,"27165, 27165, 2744","2744, 27165",NA,NA,glutaminase (mitochondrial) Neuron,gln-L[mN] + h2o[mN] --> glu-L[mN] + nh4[mN],Neuron
GLUTCOADHmNeuron,0.5648536796051123,6.026934232085503e-16,"2639, 2639",2639,NA,NA,glutaryl-CoA dehydrogenase (mitochondria) Neuron,fad[mN] + glutcoa[mN] + h[mN] --> b2coa[mN] + co2[mN] + fadh2[mN],Neuron
GLUVESSECNeuron,0.12802749011572517,0.25516432380248716,"57030, 246213, 57084","246213, 57030, 57084",NA,NA,L-glutamate secretion via secretory vesicle (ATP driven) Neuron,atp[cN] + glu-L[cN] + h2o[cN] --> adp[cN] + glu-L[I] + h[cN] + pi[cN],Neuron
GLUt2mNeuron,0.6250198373995698,0.25516432380248066,"10165, 8604, 83733, 79751","10165, 8604, 79751, 83733",NA,NA,"L-glutamate reversible transport via proton symport, mitochondrial Neuron",glu-L[cN] + h[cN] <=> glu-L[mN] + h[mN],Neuron
GLYATmNeuron,0.02106543163310118,0,23464,23464,NA,NA,glycine C-acetyltransferase Neuron,accoa[mN] + gly[mN] <=> 2aobut[mN] + coa[mN],Neuron
GLYCLTDymNeuron,0.44652992775782147,0.4569737160686769,9380,9380,NA,NA,"Glycolate dehydrogenase (NADP), mitochondrial Neuron",glx[mN] + h[mN] + nadph[mN] --> glyclt[mN] + nadp[mN],Neuron
GLYCLTDymNeuron,0.44652992775782147,0.4569737160686769,,9380,NA,NA,"Glycolate dehydrogenase (NADP), mitochondrial Neuron",glx[mN] + h[mN] + nadph[mN] --> glyclt[mN] + nadp[mN],Neuron
GLYCtNeuron,0.01694028421660137,0,NA,,NA,NA,glycerol transport via channel Neuron,glyc[cN] <=> glyc[I],Neuron
GLYCtmNeuron,0.039399818455788584,0,,,NA,NA,glycerol transport Neuron,glyc[cN] <=> glyc[mN],Neuron
GLYKmNeuron,0.5495096643998887,0.17911629030497433,"2713, 2710, 2710, 2712","2712, 2710, 2713",NA,NA,glycerol kinase Neuron,atp[mN] + glyc[mN] --> adp[mN] + glyc3p[mN] + h[mN],Neuron
GLYKmNeuron,0.5495096643998887,0.17911629030497433,"2713, 2710, 2710, 2712","2712, 2710, 2713",NA,NA,glycerol kinase Neuron,atp[mN] + glyc[mN] --> adp[mN] + glyc3p[mN] + h[mN],Neuron
GLYOXmNeuron,0.521338895423824,0.2816417527133567,3029,3029,NA,NA,"hydroxyacylglutathione hydrolase, mitochondrial Neuron",h2o[mN] + lgt-S[mN] --> gthrd[mN] + h[mN] + lac-D[mN],Neuron
GLYOXmNeuron,0.521338895423824,0.2816417527133567,"3029, 84264, 84264",3029,NA,NA,"hydroxyacylglutathione hydrolase, mitochondrial Neuron",h2o[mN] + lgt-S[mN] --> gthrd[mN] + h[mN] + lac-D[mN],Neuron
GLYtmNeuron,0.008083223452641048,5.30444468786264e-16,,,NA,NA,glycine passive transport to mitochondria Neuron,gly[cN] <=> gly[mN],Neuron
GNDNeuron,0.11951605461679994,3.7964940044633093e-17,5226,5226,NA,NA,phosphogluconate dehydrogenase Neuron,6pgc[cN] + nadp[cN] --> co2[cN] + nadph[cN] + ru5p-D[cN],Neuron
GTHOmNeuron,0.450783460284387,0.296866814184105,2936,2936,NA,NA,glutathione oxidoreductase Neuron,gthox[mN] + h[mN] + nadph[mN] --> 2.0 gthrd[mN] + nadp[mN],Neuron
GTHOmNeuron,0.450783460284387,0.296866814184105,2936,2936,NA,NA,glutathione oxidoreductase Neuron,gthox[mN] + h[mN] + nadph[mN] --> 2.0 gthrd[mN] + nadp[mN],Neuron
GTHPmNeuron,0.1332360236384383,0,"2877, 7001, 2879, 2876, 5052, 7001, 5052, 5052, 2876, 7001, 2878, 2882, 257202, 10935, 10935","2879, 10935",NA,NA,"glutathione peroxidase, mitochondria Neuron",2.0 gthrd[mN] + h2o2[mN] <=> gthox[mN] + 2.0 h2o[mN],Neuron
GTHPmNeuron,0.1332360236384383,0,"2879, 2876, 10935, 10935","2879, 10935",NA,NA,"glutathione peroxidase, mitochondria Neuron",2.0 gthrd[mN] + h2o2[mN] <=> gthox[mN] + 2.0 h2o[mN],Neuron
H2CO3DmNeuron,0.1781731278573492,0,"11238, 763",11238,NA,NA,carboxylic acid dissociation Neuron,co2[mN] + h2o[mN] <=> h2co3[mN],Neuron
H2CO3DmNeuron,0.1781731278573492,0,"11238, 763, 771, 762, 377677, 759, 768, 766, 23632, 760, 765, 771, 766, 761",11238,NA,NA,carboxylic acid dissociation Neuron,co2[mN] + h2o[mN] <=> h2co3[mN],Neuron
H2O2tNeuron,0.0070331633234732805,0,,,NA,NA,hydrogen peroxide transport via diffusion Neuron,h2o2[I] <=> h2o2[cN],Neuron
H2O2tNeuron,0.0070331633234732805,0,,,NA,NA,hydrogen peroxide transport via diffusion Neuron,h2o2[I] <=> h2o2[cN],Neuron
H2O2tmNeuron,0.002824906052114258,1.1342025838334139e-15,,,NA,NA,hydrogen peroxide mitochondrial transport Neuron,h2o2[cN] <=> h2o2[mN],Neuron
H2O2tmNeuron,0.002824906052114258,1.1342025838334139e-15,,,NA,NA,hydrogen peroxide mitochondrial transport Neuron,h2o2[cN] <=> h2o2[mN],Neuron
H2OtNeuron,0.02616862735866564,5.1073589154378375e-18,,361,NA,NA,H2O transport via diffusion Neuron,h2o[I] <=> h2o[cN],Neuron
H2OtNeuron,0.02616862735866564,5.1073589154378375e-18,"343, 4284, 362, 361, 358, 359",361,NA,NA,H2O transport via diffusion Neuron,h2o[I] <=> h2o[cN],Neuron
H2OtmNeuron,0.23155061818372816,0.887340820938889,343,366,NA,NA,"H2O transport, mitochondrial Neuron",h2o[cN] <=> h2o[mN],Neuron
H2OtmNeuron,0.23155061818372816,0.887340820938889,"343, 4284, 362, 361, 358, 359",366,NA,NA,"H2O transport, mitochondrial Neuron",h2o[cN] <=> h2o[mN],Neuron
HACD1mNeuron,0.46939299686779395,1.423685251673741e-17,"3032, 3030, 3033, 3028","3030, 3032, 3028, 3033",NA,NA,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria) Neuron,aacoa[mN] + h[mN] + nadh[mN] <=> 3hbcoa[mN] + nad[mN],Neuron
HACD9mNeuron,0.46885899502595757,1.4236852516740252e-17,"1962, 3033, 3028",3028,NA,NA,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial Neuron",3hmbcoa[mN] + nad[mN] <=> 2maacoa[mN] + h[mN] + nadh[mN],Neuron
HBZOPT10mNeuron,0.12845077219513593,2.2778964026779857e-16,27235,27235,NA,NA,Hydroxybenzoate Decaprenyltransferase Neuron,4hbz[mN] + decdp[mN] --> 3dphb[mN] + ppi[mN],Neuron
HCO3EmNeuron,0.5400820740029861,2.8416077817186307e-30,NA,,NA,NA,HCO3 equilibration reaction Neuron,co2[mN] + h2o[mN] <=> h[mN] + hco3[mN],Neuron
HIBDmNeuron,0.46403022052527787,1.2813167265064671e-16,11112,11112,NA,NA,"3-hydroxyisobutyrate dehydrogenase, mitochondrial Neuron",3hmp[mN] + nad[mN] <=> 2mop[mN] + h[mN] + nadh[mN],Neuron
HMBSNeuron,0.013210236080591025,5.315091606248633e-16,3145,3145,NA,NA,hydroxymethylbilane synthase Neuron,h2o[cN] + 4.0 ppbng[cN] --> hmbil[cN] + 4.0 nh4[cN],Neuron
HMGCOASimNeuron,0.5551086574529607,0.40833999354103967,"3157, 3157, 3158",3158,NA,NA,Hydroxymethylglutaryl CoA synthase (ir) Neuron,aacoa[mN] + accoa[mN] + h2o[mN] --> coa[mN] + h[mN] + hmgcoa[mN],Neuron
HMGCOASimNeuron,0.5551086574529607,0.40833999354103967,3158,3158,NA,NA,Hydroxymethylglutaryl CoA synthase (ir) Neuron,aacoa[mN] + accoa[mN] + h2o[mN] --> coa[mN] + h[mN] + hmgcoa[mN],Neuron
HMGLmNeuron,0.008887131722989702,0.40833999354103945,"3155, 54511",54511,NA,NA,hydroxymethylglutaryl-CoA lyase Neuron,hmgcoa[mN] --> acac[mN] + accoa[mN],Neuron
HPROxmNeuron,0.48000837426479115,0,NA,8659,NA,NA,"L-hydroxyproline dehydrogenase (NAD), mitochondrial Neuron",4hpro-LT[mN] + nad[mN] --> 1p3h5c[mN] + 2.0 h[mN] + nadh[mN],Neuron
HtNeuron,0.12735931643592577,1.1104744963055181e-15,NA,,NA,NA,proton diffusion Neuron,h[cN] --> h[I],Neuron
HtmNeuron,0.6020573404428992,0.0423115408675267,NA,"7352, 9016, 9481",NA,NA,Uncoupling protein Neuron,h[cN] --> h[mN],Neuron
ICDHxmNeuron,0.09747659355323966,0.042311540867526455,"3419, 3420, 3421, 3421, 3420, 3420","3421, 3420, 3419",NA,NA,Isocitrate dehydrogenase (NAD+) Neuron,icit[mN] + nad[mN] --> akg[mN] + co2[mN] + nadh[mN],Neuron
ICDHyrmNeuron,0.05407264685110995,0.4083399935410395,"3417, 3418",3418,NA,NA,Isocitrate dehydrogenase (NADP+) Neuron,icit[mN] + nadp[mN] <=> akg[mN] + co2[mN] + nadph[mN],Neuron
ICDHyrmNeuron,0.05407264685110995,0.4083399935410395,3418,3418,NA,NA,Isocitrate dehydrogenase (NADP+) Neuron,icit[mN] + nadp[mN] <=> akg[mN] + co2[mN] + nadph[mN],Neuron
ILETANeuron,0.013025534678585847,0,"587, 586",586,NA,NA,isoleucine transaminase Neuron,akg[cN] + ile-L[cN] <=> 3mop[cN] + glu-L[cN],Neuron
ILETAmNeuron,0.018846338787511886,2.8416077817186307e-30,587,587,NA,NA,"isoleucine transaminase, mitochondrial Neuron",akg[mN] + ile-L[mN] <=> 3mop[mN] + glu-L[mN],Neuron
ILETAmNeuron,0.018846338787511886,2.8416077817186307e-30,"587, 586",587,NA,NA,"isoleucine transaminase, mitochondrial Neuron",akg[mN] + ile-L[mN] <=> 3mop[mN] + glu-L[mN],Neuron
ILEt5mNeuron,0.0055737869975400235,2.8416077817186307e-30,,,NA,NA,Isoleucine mitochondrial transport Neuron,ile-L[cN] <=> ile-L[mN],Neuron
ILEtecNeuron,0.005607315441126479,2.8416077817186307e-30,"124935, 8501",124935,NA,NA,L-isoleucine transport via diffusion (extracellular to cytosol) Neuron,ile-L[I] <=> ile-L[cN],Neuron
IMACTDmNeuron,0.531778616257208,9.491235011158273e-18,"8854, 8854, 501, 224, 223, 8854, 216","8659, 219, 217",NA,NA,Imidazole acetaldeyde dehydrogenase (mito) Neuron,h2o[mN] + im4act[mN] + nad[mN] --> 2.0 h[mN] + im4ac[mN] + nadh[mN],Neuron
ITCOAL1mNeuron,0.04240960298143629,0,"1591, 1594, 47, 47, 3177, 2030, 9154, 9154, 64078, 9153, 55315, 83884, 10166, 19, 9058, 6576, 2542, 160728, 8801, 8802, 8803, 6528, 284111, 6568, 6574, 6575, 142680, 949, 29881, 171425, 171425, 10786, 10050, 10246, 6569, 10568, 948","8802, 8801",NA,NA,"Itaconate--CoA ligase (GDP-forming), mitochondrial Neuron",coa[mN] + gtp[mN] + itacon[mN] <=> gdp[mN] + itaccoa[mN] + pi[mN],Neuron
ITCOAL1mNeuron,0.04240960298143629,0,"8801, 8802","8802, 8801",NA,NA,"Itaconate--CoA ligase (GDP-forming), mitochondrial Neuron",coa[mN] + gtp[mN] + itacon[mN] <=> gdp[mN] + itaccoa[mN] + pi[mN],Neuron
ITCOALmNeuron,0.0649540739263112,0,"1591, 1594, 47, 47, 3177, 2030, 9154, 9154, 64078, 9153, 55315, 83884, 10166, 19, 9058, 6576, 2542, 160728, 8801, 8802, 8803, 6528, 284111, 6568, 6574, 6575, 142680, 949, 29881, 171425, 171425, 10786, 10050, 10246, 6569, 10568, 948","8802, 8803",NA,NA,"Itaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + itacon[mN] <=> adp[mN] + itaccoa[mN] + pi[mN],Neuron
ITCOALmNeuron,0.0649540739263112,0,"8802, 8803","8802, 8803",NA,NA,"Itaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + itacon[mN] <=> adp[mN] + itaccoa[mN] + pi[mN],Neuron
Kt1rNeuron,0.002585650555222514,0.9327452401202374,NA,,NA,NA,potassium transport via uniport (facilitated diffusion) Neuron,k[I] <=> k[cN],Neuron
L-LACt2rNeuron,0.12735931643489953,0.33698693032713994,NA,"6566, 9194, 9123",NA,NA,L-lactate reversible transport via proton symport Neuron,h[I] + lac-L[I] --> h[cN] + lac-L[cN],Neuron
L-LACtmNeuron,0.6020573404417512,0.04231154086752444,NA,"6566, 9194",NA,NA,"L-lactate transport, mitochondrial Neuron",h[cN] + lac-L[cN] --> h[mN] + lac-L[mN],Neuron
LCADiDmNeuron,0.5317786162507837,9.491235011158273e-18,"221, 220, 218, 222, 8854, 8854, 501, 224, 223, 8854, 216","8659, 219, 217, 5832, 7915, 4329",NA,NA,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-D[mN] + nad[mN] --> 2.0 h[mN] + lac-D[mN] + nadh[mN],Neuron
LCADiDmNeuron,0.5317786162507837,9.491235011158273e-18,"221, 220, 218, 222, 8659, 8659, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217, 5832, 4329, 7915, 7915","8659, 219, 217, 5832, 7915, 4329",NA,NA,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-D[mN] + nad[mN] --> 2.0 h[mN] + lac-D[mN] + nadh[mN],Neuron
LCADimNeuron,0.5317786162506449,2.847370503347482e-17,"8659, 8659, 219, 217, 5832, 4329, 7915, 7915","8659, 219, 217, 5832, 7915, 4329",NA,NA,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-L[mN] + nad[mN] --> 2.0 h[mN] + lac-L[mN] + nadh[mN],Neuron
LCADimNeuron,0.5317786162506449,2.847370503347482e-17,"221, 220, 218, 222, 8659, 8659, 8854, 8854, 501, 224, 223, 8854, 216, 219, 217, 5832, 4329, 7915, 7915","8659, 219, 217, 5832, 7915, 4329",NA,NA,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-L[mN] + nad[mN] --> 2.0 h[mN] + lac-L[mN] + nadh[mN],Neuron
LCYSTATmNeuron,0.01712312034771944,0,2805,2806,NA,NA,"L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial Neuron",Lcyst[mN] + akg[mN] <=> 3spyr[mN] + glu-L[mN],Neuron
LDHLNeuron,0.06302158256694665,0.33698693032714,"3948, 3945, 160287, 3948, 55293, 92483, 3939, 197257","160287, 3945, 3939, 3948",NA,NA,L-lactate dehydrogenase Neuron,lac-L[cN] + nad[cN] --> h[cN] + nadh[cN] + pyr[cN],Neuron
LDHLmNeuron,0.4684909414914027,1.2813167265063668e-16,"3945, 3939, 197257",3939,NA,NA,L-lactate dehydrogenase Neuron,lac-L[mN] + nad[mN] --> h[mN] + nadh[mN] + pyr[mN],Neuron
LDHLmNeuron,0.4684909414914027,1.2813167265063668e-16,"3948, 3945, 160287, 3948, 55293, 92483, 3939, 197257",3939,NA,NA,L-lactate dehydrogenase Neuron,lac-L[mN] + nad[mN] --> h[mN] + nadh[mN] + pyr[mN],Neuron
LEUTANeuron,0.013025815174522186,0,"587, 586",586,NA,NA,leucine transaminase Neuron,akg[cN] + leu-L[cN] <=> 4mop[cN] + glu-L[cN],Neuron
LEUTAmNeuron,0.0188465010513566,3.0371952035706474e-16,587,587,NA,NA,"leucine transaminase, mitochondrial Neuron",akg[mN] + leu-L[mN] <=> 4mop[mN] + glu-L[mN],Neuron
LEUTAmNeuron,0.0188465010513566,3.0371952035706474e-16,"587, 586",587,NA,NA,"leucine transaminase, mitochondrial Neuron",akg[mN] + leu-L[mN] <=> 4mop[mN] + glu-L[mN],Neuron
LEUt5mNeuron,0.005573766137733358,0,,,NA,NA,leucine mitochondrial transport Neuron,leu-L[cN] <=> leu-L[mN],Neuron
LEUtecNeuron,0.005607294581552775,0,"124935, 8501",124935,NA,NA,L-leucine transport via diffusion (extracellular to cytosol) Neuron,leu-L[I] <=> leu-L[cN],Neuron
LSOProdNeuron,0.032438134111656136,0.04231154086752676,NA,,NA,NA,Lumped superoxide production Neuron,focytC[mN] + o2[mN] --> ficytC[mN] + o2s[mN],Neuron
LYStiDFNeuron,0.005125962830130315,0,"6541, 6542, 55089, 84889","6541, 84889",NA,NA,L-lysine transport via diffusion (extracellular to cytosol) Neuron,lys-L[I] <=> lys-L[cN],Neuron
LYStmNeuron,0.6162776565205632,1.2338605514505756e-16,"83884, 10166",83884,NA,NA,Lysine mitochondrial transport via ornithine carrier Neuron,h[mN] + lys-L[cN] <=> h[cN] + lys-L[mN],Neuron
MALSO3tmNeuron,0.0056290473306315186,7.592988008926619e-17,1468,1468,NA,NA,"Malate:sulfite antiport, mitochondrial Neuron",mal-L[cN] + so3[mN] <=> mal-L[mN] + so3[cN],Neuron
MALSO4tmNeuron,0.004886027676900621,0,1468,1468,NA,NA,"Malate:sulfate antiport, mitochondrial Neuron",mal-L[cN] + so4[mN] <=> mal-L[mN] + so4[cN],Neuron
MALTSULtmNeuron,0.0047032197071182604,0,1468,1468,NA,NA,"Malate:thiosulfate antiport, mitochondrial Neuron",mal-L[cN] + tsul[mN] <=> mal-L[mN] + tsul[cN],Neuron
MALTSULtmNeuron,0.0047032197071182604,0,"1468, 8402, 6515, 8972, 2548, 2595",1468,NA,NA,"Malate:thiosulfate antiport, mitochondrial Neuron",mal-L[cN] + tsul[mN] <=> mal-L[mN] + tsul[cN],Neuron
MALtmNeuron,0.04271226705634045,1.5339892045531065e-14,"1468, 8402","8402, 1468",NA,NA,"malate transport, mitochondrial Neuron",mal-L[cN] + pi[mN] <=> mal-L[mN] + pi[cN],Neuron
MALtmNeuron,0.04271226705634045,1.5339892045531065e-14,"1468, 8402, 6515, 8972, 2548, 2595","8402, 1468",NA,NA,"malate transport, mitochondrial Neuron",mal-L[cN] + pi[mN] <=> mal-L[mN] + pi[cN],Neuron
MCCCrmNeuron,0.49789847582335134,4.745617505579137e-18,"64087, 56922","56922, 64087",NA,NA,"methylcrotonoyl-CoA carboxylase, mitochondrial Neuron",3mb2coa[mN] + atp[mN] + hco3[mN] <=> 3mgcoa[mN] + adp[mN] + h[mN] + pi[mN],Neuron
MDHNeuron,0.07200446947868316,0.4083399935410377,"4191, 4190, 130752",4190,NA,NA,malate dehydrogenase Neuron,mal-L[cN] + nad[cN] <=> h[cN] + nadh[cN] + oaa[cN],Neuron
MDHmNeuron,0.4614502608725876,0.5257719676123819,"4191, 4190",4191,NA,NA,"malate dehydrogenase, mitochondrial Neuron",mal-L[mN] + nad[mN] <=> h[mN] + nadh[mN] + oaa[mN],Neuron
MDHmNeuron,0.4614502608725876,0.5257719676123819,"4191, 4190, 130752",4191,NA,NA,"malate dehydrogenase, mitochondrial Neuron",mal-L[mN] + nad[mN] <=> h[mN] + nadh[mN] + oaa[mN],Neuron
ME2mNeuron,0.056878484666538796,2.2778964026779857e-16,"4200, 4199, 10873","10873, 4200",NA,NA,"malic enzyme (NADP), mitochondrial Neuron",mal-L[mN] + nadp[mN] --> co2[mN] + nadph[mN] + pyr[mN],Neuron
ME2mNeuron,0.056878484666538796,2.2778964026779857e-16,"4200, 10873","10873, 4200",NA,NA,"malic enzyme (NADP), mitochondrial Neuron",mal-L[mN] + nadp[mN] --> co2[mN] + nadph[mN] + pyr[mN],Neuron
MECOALmNeuron,0.06495407392493052,0,"8802, 8803","8802, 8803",NA,NA,"mesaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + mescon[mN] <=> adp[mN] + mescoa[mN] + pi[mN],Neuron
MECOAS1mNeuron,0.04240960298432416,0,"8801, 8802","8802, 8801",NA,NA,mesaconate--CoA ligase (GDP-forming) Neuron,coa[mN] + gtp[mN] + mescon[mN] <=> gdp[mN] + mescoa[mN] + pi[mN],Neuron
MGCHrmNeuron,0.14115054988418227,0,549,549,NA,NA,"methylglutaconyl-CoA hydratase (reversible), mitochondrial Neuron",3mgcoa[mN] + h2o[mN] <=> hmgcoa[mN],Neuron
MMCDmNeuron,0.4687392736314124,0.15069627744127181,23417,23417,NA,NA,"Methylmalonyl-CoA decarboxylase, mitochondrial Neuron",h[mN] + mmcoa-S[mN] --> co2[mN] + ppcoa[mN],Neuron
MMEmNeuron,0.0068556095441421674,2.8416077817186307e-30,84693,84693,NA,NA,methylmalonyl-CoA epimerase/racemase Neuron,mmcoa-R[mN] <=> mmcoa-S[mN],Neuron
MMMmNeuron,0.0040955331743567636,2.8416077817186307e-30,4594,4594,NA,NA,methylmalonyl-CoA mutase Neuron,mmcoa-R[mN] <=> succoa[mN],Neuron
MMSAD1mNeuron,0.10934867899382078,0.17911629030497628,4329,4329,NA,NA,methylmalonate-semialdehyde dehydrogenase Neuron,2mop[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + ppcoa[mN],Neuron
MMSAD3mNeuron,0.10359331475918582,9.111585610711943e-16,4329,4329,NA,NA,"methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde), mitochondrial Neuron",coa[mN] + msa[mN] + nad[mN] --> accoa[mN] + co2[mN] + nadh[mN],Neuron
MTHFCmNeuron,0.5283777150473619,4.275692077829989e-16,"25902, 10797",25902,NA,NA,"methenyltetrahydrifikate cyclohydrolase, mitochondrial Neuron",h2o[mN] + methf[mN] <=> 10fthf[mN] + h[mN],Neuron
MTHFCmNeuron,0.5283777150473619,4.275692077829989e-16,"25902, 4522, 10797, 100287639, 441024",25902,NA,NA,"methenyltetrahydrifikate cyclohydrolase, mitochondrial Neuron",h2o[mN] + methf[mN] <=> 10fthf[mN] + h[mN],Neuron
