,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
316,H2O2t,hydrogen peroxide transport via diffusion Astrocyte,h2o2[e] <=> h2o2[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
317,H2O2tm,hydrogen peroxide mitochondrial transport Astrocyte,h2o2[cA] <=> h2o2[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
318,H2Ot,H2O transport via diffusion Astrocyte,h2o[e] <=> h2o[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
319,H2Otm,"H2O transport, mitochondrial Astrocyte",h2o[cA] <=> h2o[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
320,HACD1m,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria) Astrocyte,aacoa[mA] + h[mA] + nadh[mA] <=> 3hbcoa[mA] + nad[mA],"(-1000.0, 1000.0)",Tryptophan metabolism
321,HACD9m,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial Astrocyte",3hmbcoa[mA] + nad[mA] <=> 2maacoa[mA] + h[mA] + nadh[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
322,HBZOPT10m,Hydroxybenzoate Decaprenyltransferase Astrocyte,4hbz[mA] + decdp[mA] --> 3dphb[mA] + ppi[mA],"(0.0, 1000.0)",Ubiquinone Biosynthesis
323,HCO3Em,HCO3 equilibration reaction Astrocyte,co2[mA] + h2o[mA] <=> h[mA] + hco3[mA],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
324,HEX1,hexokinase (D-glucose:ATP) Astrocyte,atp[cA] + glc-D[cA] --> adp[cA] + g6p[cA] + h[cA],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
325,HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial Astrocyte",3hmp[mA] + nad[mA] <=> 2mop[mA] + h[mA] + nadh[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
326,HMBS,hydroxymethylbilane synthase Astrocyte,h2o[cA] + 4.0 ppbng[cA] --> hmbil[cA] + 4.0 nh4[cA],"(0.0, 1000.0)",Heme Biosynthesis
327,HMGCOASim,Hydroxymethylglutaryl CoA synthase (ir) Astrocyte,aacoa[mA] + accoa[mA] + h2o[mA] --> coa[mA] + h[mA] + hmgcoa[mA],"(0.0, 1000.0)",Cholesterol Metabolism
328,HMGLm,hydroxymethylglutaryl-CoA lyase Astrocyte,hmgcoa[mA] --> acac[mA] + accoa[mA],"(0.0, 1000.0)",Cholesterol Metabolism
329,HPROxm,"L-hydroxyproline dehydrogenase (NAD), mitochondrial Astrocyte",4hpro-LT[mA] + nad[mA] --> 1p3h5c[mA] + 2.0 h[mA] + nadh[mA],"(0.0, 1000.0)",Arginine and Proline Metabolism
330,Ht,proton diffusion Astrocyte,h[cA] <=> h[e],"(-1000.0, 1000.0)",[]
331,Htm,Uncoupling protein Astrocyte,h[cA] --> h[mA],"(0.0, 1000.0)","Transport, Mitochondrial"
332,ICDHxm,Isocitrate dehydrogenase (NAD+) Astrocyte,icit[mA] + nad[mA] --> akg[mA] + co2[mA] + nadh[mA],"(0.0, 1000.0)",Citric Acid Cycle
333,ICDHyrm,Isocitrate dehydrogenase (NADP+) Astrocyte,icit[mA] + nadp[mA] <=> akg[mA] + co2[mA] + nadph[mA],"(-1000.0, 1000.0)",Citric Acid Cycle
334,ILETA,isoleucine transaminase Astrocyte,akg[cA] + ile-L[cA] <=> 3mop[cA] + glu-L[cA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
335,ILETAm,"isoleucine transaminase, mitochondrial Astrocyte",akg[mA] + ile-L[mA] <=> 3mop[mA] + glu-L[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
336,ILEt5m,Isoleucine mitochondrial transport Astrocyte,ile-L[cA] <=> ile-L[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
337,ILEtec,L-isoleucine transport via diffusion (extracellular to cytosol) Astrocyte,ile-L[e] <=> ile-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
338,IMACTD_m,Imidazole acetaldeyde dehydrogenase (mito) Astrocyte,h2o[mA] + im4act[mA] + nad[mA] --> 2.0 h[mA] + im4ac[mA] + nadh[mA],"(0.0, 1000.0)",Histidine Metabolism
339,ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial Astrocyte",coa[mA] + gtp[mA] + itacon[mA] <=> gdp[mA] + itaccoa[mA] + pi[mA],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
340,ITCOALm,"Itaconate--CoA ligase (ADP-forming), mitochondrial Astrocyte",atp[mA] + coa[mA] + itacon[mA] <=> adp[mA] + itaccoa[mA] + pi[mA],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
341,Kt1r,potassium transport via uniport (facilitated diffusion) Astrocyte,k[e] <=> k[cA],"(-1000.0, 1000.0)",[]
342,L-LACt2r,L-lactate reversible transport via proton symport Astrocyte,h[e] + lac-L[e] <=> h[cA] + lac-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
343,L-LACtm,"L-lactate transport, mitochondrial Astrocyte",h[cA] + lac-L[cA] --> h[mA] + lac-L[mA],"(0.0, 0.0)","Transport, Mitochondrial"
344,LCADi_Dm,"lactaldehyde dehydrogenase, mitochondrial Astrocyte",h2o[mA] + lald-D[mA] + nad[mA] --> 2.0 h[mA] + lac-D[mA] + nadh[mA],"(0.0, 1000.0)",Pyruvate Metabolism
345,LCADim,"lactaldehyde dehydrogenase, mitochondrial Astrocyte",h2o[mA] + lald-L[mA] + nad[mA] --> 2.0 h[mA] + lac-L[mA] + nadh[mA],"(0.0, 1000.0)",Pyruvate Metabolism
346,LCYSTATm,"L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial Astrocyte",Lcyst[mA] + akg[mA] <=> 3spyr[mA] + glu-L[mA],"(-1000.0, 1000.0)",Cysteine Metabolism
347,LDH_L,L-lactate dehydrogenase Astrocyte,lac-L[cA] + nad[cA] <-- h[cA] + nadh[cA] + pyr[cA],"(-1000.0, 0.0)",Glycolysis/Gluconeogenesis
348,LDH_Lm,L-lactate dehydrogenase Astrocyte,lac-L[mA] + nad[mA] <=> h[mA] + nadh[mA] + pyr[mA],"(-1000.0, 1000.0)",Pyruvate Metabolism
349,LEUTA,leucine transaminase Astrocyte,akg[cA] + leu-L[cA] <=> 4mop[cA] + glu-L[cA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
350,LEUTAm,"leucine transaminase, mitochondrial Astrocyte",akg[mA] + leu-L[mA] <=> 4mop[mA] + glu-L[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
351,LEUt5m,leucine mitochondrial transport Astrocyte,leu-L[cA] <=> leu-L[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
352,LEUtec,L-leucine transport via diffusion (extracellular to cytosol) Astrocyte,leu-L[e] <=> leu-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
353,LSOProd,Lumped superoxide production Astrocyte,focytC[mA] + o2[mA] --> ficytC[mA] + o2s[mA],"(0.0, 1000.0)",[]
354,LYStiDF,L-lysine transport via diffusion (extracellular to cytosol) Astrocyte,lys-L[e] <=> lys-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
355,LYStm,Lysine mitochondrial transport via ornithine carrier Astrocyte,h[mA] + lys-L[cA] <=> h[cA] + lys-L[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
356,MALSO3tm,"Malate:sulfite antiport, mitochondrial Astrocyte",mal-L[cA] + so3[mA] <=> mal-L[mA] + so3[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
357,MALSO4tm,"Malate:sulfate antiport, mitochondrial Astrocyte",mal-L[cA] + so4[mA] <=> mal-L[mA] + so4[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
358,MALTSULtm,"Malate:thiosulfate antiport, mitochondrial Astrocyte",mal-L[cA] + tsul[mA] <=> mal-L[mA] + tsul[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
359,MALtm,"malate transport, mitochondrial Astrocyte",mal-L[cA] + pi[mA] <=> mal-L[mA] + pi[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
360,MCCCrm,"methylcrotonoyl-CoA carboxylase, mitochondrial Astrocyte",3mb2coa[mA] + atp[mA] + hco3[mA] <=> 3mgcoa[mA] + adp[mA] + h[mA] + pi[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
361,MDH,malate dehydrogenase Astrocyte,mal-L[cA] + nad[cA] <=> h[cA] + nadh[cA] + oaa[cA],"(-1000.0, 1000.0)",Citric Acid Cycle
362,MDHm,"malate dehydrogenase, mitochondrial Astrocyte",mal-L[mA] + nad[mA] <=> h[mA] + nadh[mA] + oaa[mA],"(-1000.0, 1000.0)",Citric Acid Cycle
363,MECOALm,"mesaconate--CoA ligase (ADP-forming), mitochondrial Astrocyte",atp[mA] + coa[mA] + mescon[mA] <=> adp[mA] + mescoa[mA] + pi[mA],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
364,MECOAS1m,mesaconate--CoA ligase (GDP-forming) Astrocyte,coa[mA] + gtp[mA] + mescon[mA] <=> gdp[mA] + mescoa[mA] + pi[mA],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
365,MGCHrm,"methylglutaconyl-CoA hydratase (reversible), mitochondrial Astrocyte",3mgcoa[mA] + h2o[mA] <=> hmgcoa[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
366,MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial Astrocyte",h[mA] + mmcoa-S[mA] --> co2[mA] + ppcoa[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
367,MMEm,methylmalonyl-CoA epimerase/racemase Astrocyte,mmcoa-R[mA] <=> mmcoa-S[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
368,MMMm,methylmalonyl-CoA mutase Astrocyte,mmcoa-R[mA] <=> succoa[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
369,MMSAD1m,methylmalonate-semialdehyde dehydrogenase Astrocyte,2mop[mA] + coa[mA] + nad[mA] --> co2[mA] + nadh[mA] + ppcoa[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
370,MMSAD3m,"methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde), mitochondrial Astrocyte",coa[mA] + msa[mA] + nad[mA] --> accoa[mA] + co2[mA] + nadh[mA],"(0.0, 1000.0)",Propanoate Metabolism
371,MTHFCm,"methenyltetrahydrifikate cyclohydrolase, mitochondrial Astrocyte",h2o[mA] + methf[mA] <=> 10fthf[mA] + h[mA],"(-1000.0, 1000.0)",Folate Metabolism
372,MTHFDm,"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial Astrocyte",mlthf[mA] + nadp[mA] <=> methf[mA] + nadph[mA],"(-1000.0, 1000.0)",Folate Metabolism
373,NABTNOm,N4-Acetylaminobutanal:NAD+ oxidoreductase (m) Astrocyte,h2o[mA] + n4abutn[mA] + nad[mA] --> 4aabutn[mA] + 2.0 h[mA] + nadh[mA],"(0.0, 1000.0)",Arginine and Proline Metabolism
374,NADH2-u10m,"NADH dehydrogenase, mitochondrial Astrocyte",5.0 h[mA] + nadh[mA] + q10[mA] --> 4.0 h[cA] + nad[mA] + q10h2[mA],"(0.0, 1000.0)",Oxidative Phosphorylation
375,NDPK10m,"nucleoside-diphosphate kinase (ATP:dIDP), mitochondrial Astrocyte",atp[mA] + didp[mA] <=> adp[mA] + ditp[mA],"(-1000.0, 1000.0)",Nucleotides
376,NDPK1m,"nucleoside-diphosphate kinase (ATP:GDP), mitochondrial Astrocyte",atp[mA] + gdp[mA] <=> adp[mA] + gtp[mA],"(-1000.0, 1000.0)",Nucleotides
377,NDPK2m,"nucleoside-diphosphate kinase (ATP:UDP), mitochondrial Astrocyte",atp[mA] + udp[mA] <=> adp[mA] + utp[mA],"(-1000.0, 1000.0)",Nucleotides
378,NDPK3m,"nucleoside-diphosphate kinase (ATP:CDP), mitochondrial Astrocyte",atp[mA] + cdp[mA] <=> adp[mA] + ctp[mA],"(-1000.0, 1000.0)",Nucleotides
379,NDPK4m,"nucleoside-diphosphate kinase (ATP:dTDP), mitochondrial Astrocyte",atp[mA] + dtdp[mA] <=> adp[mA] + dttp[mA],"(-1000.0, 1000.0)",Nucleotides
380,NDPK5m,"nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial Astrocyte",atp[mA] + dgdp[mA] <=> adp[mA] + dgtp[mA],"(-1000.0, 1000.0)",Nucleotides
381,NDPK6m,"nucleoside-diphosphate kinase (ATP:dUDP), mitochondrial Astrocyte",atp[mA] + dudp[mA] <=> adp[mA] + dutp[mA],"(-1000.0, 1000.0)",Nucleotides
382,NDPK7m,"nucleoside-diphosphate kinase (ATP:dCDP), mitochondrial Astrocyte",atp[mA] + dcdp[mA] <=> adp[mA] + dctp[mA],"(-1000.0, 1000.0)",Nucleotides
383,NDPK8m,"nucleoside-diphosphate kinase (ATP:dADP), mitochondrial Astrocyte",atp[mA] + dadp[mA] <=> adp[mA] + datp[mA],"(-1000.0, 1000.0)",Nucleotides
384,NDPK9m,"nucleoside-diphosphate kinase (ATP:IDP), mitochondrial Astrocyte",atp[mA] + idp[mA] <=> adp[mA] + itp[mA],"(-1000.0, 1000.0)",Nucleotides
385,NH4t3r,ammonia transport via proton antiport Astrocyte,h[e] + nh4[cA] <=> h[cA] + nh4[e],"(-1000.0, 1000.0)","Transport, Extracellular"
386,NMNATm,"nicotinamide-nucleotide adenylyltransferase, mitochondrial Astrocyte",atp[mA] + h[mA] + nmn[mA] --> nad[mA] + ppi[mA],"(0.0, 1000.0)",NAD Metabolism
387,NNATm,"nicotinate-nucleotide adenylyltransferase, mitochondrial Astrocyte",atp[mA] + h[mA] + nicrnt[mA] --> dnad[mA] + ppi[mA],"(0.0, 1000.0)",NAD Metabolism
388,NTD1m,"5'-nucleotidase (dUMP),mitochondrial Astrocyte",dump[mA] + h2o[mA] --> duri[mA] + pi[mA],"(0.0, 1000.0)",Nucleotides
389,NTD2m,"5'-nucleotidase (UMP), mitochondrial Astrocyte",h2o[mA] + ump[mA] --> pi[mA] + uri[mA],"(0.0, 1000.0)",Nucleotides
390,NTD5m,"5'-nucleotidase (dTMP), mitochondrial Astrocyte",dtmp[mA] + h2o[mA] --> pi[mA] + thymd[mA],"(0.0, 1000.0)",Nucleotides
391,NaKt,Na+/K+ exchanging ATPase Astrocyte,atp[cA] + h2o[cA] + 2.0 k[e] + 3.0 na1[cA] --> adp[cA] + h[cA] + 2.0 k[cA] + 3.0 na1[e] + pi[cA],"(0.0, 0.0)","Transport, Extracellular"
392,O2St,superoxide anion transport via diffusion (extracellular) Astrocyte,o2s[cA] <=> o2s[e],"(-1000.0, 1000.0)","Transport, Extracellular"
393,O2Stm,superoxide anion transport via diffusion (mitochondria) Astrocyte,o2s[cA] <=> o2s[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
394,O2t,o2 transport (diffusion) Astrocyte,o2[e] <=> o2[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
395,O2tm,O2 transport (diffusion) Astrocyte,o2[cA] <=> o2[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
396,OCOAT1m,3-oxoacid CoA-transferase Astrocyte,acac[mA] + succoa[mA] <=> aacoa[mA] + succ[mA],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
397,OIVD1m,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial Astrocyte",4mop[mA] + coa[mA] + nad[mA] --> co2[mA] + ivcoa[mA] + nadh[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
398,OIVD2m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial Astrocyte",3mob[mA] + coa[mA] + nad[mA] --> co2[mA] + ibcoa[mA] + nadh[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
399,OIVD3m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial Astrocyte",3mop[mA] + coa[mA] + nad[mA] --> 2mbcoa[mA] + co2[mA] + nadh[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
400,ORNTArm,ornithine transaminase reversible (m) Astrocyte,akg[mA] + orn[mA] <=> glu-L[mA] + glu5sa[mA],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
401,ORNt3m,ornithine mitochondrial transport via proton antiport Astrocyte,h[cA] + orn[mA] <=> h[mA] + orn[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
402,ORNt4m,ornithine mitochondrial transport exchange with citruline Astrocyte,citr-L[cA] + h[cA] + orn[mA] <=> citr-L[mA] + h[mA] + orn[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
403,ORNtiDF,ornithine transport via diffusion (extracellular to cytosol) Astrocyte,orn[e] --> orn[cA],"(0.0, 1000.0)","Transport, Extracellular"
404,P45011A1m,"Cytochrome P450 11A1, mitochondrial [Precursor] Astrocyte",chsterol[mA] + h[mA] + nadph[mA] + 2.0 o2[mA] --> 4mptnl[mA] + 2.0 h2o[mA] + nadp[mA] + prgnlone[mA],"(0.0, 1000.0)",Steroid Metabolism
405,P5CDm,"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial Astrocyte",1pyr5c[mA] + 2.0 h2o[mA] + nad[mA] --> glu-L[mA] + h[mA] + nadh[mA],"(0.0, 1000.0)",Glutamate metabolism
406,PCFLOPm,phosphatidylcholine flippase Astrocyte,atp[cA] + h2o[cA] + pchol_hs[mA] --> adp[cA] + h[cA] + pchol_hs[cA] + pi[cA],"(0.0, 1000.0)","Transport, Mitochondrial"
407,PCm,pyruvate carboxylase Astrocyte,atp[mA] + hco3[mA] + pyr[mA] --> adp[mA] + h[mA] + oaa[mA] + pi[mA],"(0.0, 1000.0)",Pyruvate Metabolism
408,PDHm,pyruvate dehydrogenase Astrocyte,coa[mA] + nad[mA] + pyr[mA] --> accoa[mA] + co2[mA] + nadh[mA],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
409,PEFLIP,phosphatidylethanolamine flippase Astrocyte,atp[cA] + h2o[cA] + pe_hs[e] --> adp[cA] + h[cA] + pe_hs[cA] + pi[cA],"(0.0, 1000.0)","Transport, Extracellular"
410,PEFLIPm,phosphatidylethanolamine flippase Astrocyte,atp[cA] + h2o[cA] + pe_hs[cA] --> adp[cA] + h[cA] + pe_hs[mA] + pi[cA],"(0.0, 1000.0)","Transport, Mitochondrial"
411,PETOHMm_hs,phosphatidylethanolamine N-methyltransferase Astrocyte,3.0 amet[mA] + pe_hs[mA] --> 3.0 ahcys[mA] + 3.0 h[mA] + pchol_hs[mA],"(0.0, 1000.0)",Glycerophospholipid Metabolism
412,PFK,phosphofructokinase Astrocyte,atp[cA] + f6p[cA] --> adp[cA] + fdp[cA] + h[cA],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
413,PGCD,phosphoglycerate dehydrogenase Astrocyte,3pg[cA] + nad[cA] --> 3php[cA] + h[cA] + nadh[cA],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
414,PGI,glucose-6-phosphate isomerase Astrocyte,g6p[cA] <=> f6p[cA],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
415,PGK,phosphoglycerate kinase Astrocyte,3pg[cA] + atp[cA] <=> 13dpg[cA] + adp[cA],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
416,PGL,6-phosphogluconolactonase Astrocyte,6pgl[cA] + h2o[cA] --> 6pgc[cA] + h[cA],"(0.0, 1000.0)",Pentose Phosphate Pathway
417,PGM,phosphoglycerate mutase Astrocyte,2pg[cA] <=> 3pg[cA],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
418,PHCDm,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase Astrocyte,1p3h5c[mA] + 2.0 h2o[mA] + nad[mA] --> e4hglu[mA] + h[mA] + nadh[mA],"(0.0, 1000.0)",Arginine and Proline Metabolism
419,PHCHGSm,"L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial Astrocyte",1p3h5c[mA] + h2o[mA] + h[mA] <=> 4hglusa[mA],"(-1000.0, 1000.0)",Arginine and Proline Metabolism
420,PHEMEtm,Heme transport to cytosol Astrocyte,pheme[mA] <=> pheme[cA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
421,PHETA1m,phenylalanine transaminase (m) Astrocyte,akg[mA] + phe-L[mA] <=> glu-L[mA] + phpyr[mA],"(-1000.0, 1000.0)",Phenylalanine metabolism
422,PIt2m,"phosphate transporter, mitochondrial Astrocyte",h[cA] + pi[cA] <=> h[mA] + pi[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
423,PIt7,phosphate transport in/out via three Na+ symporter Astrocyte,3.0 na1[e] + pi[e] <=> 3.0 na1[cA] + pi[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
424,PNTKm,pantothenate kinase (mitochondrial) Astrocyte,atp[mA] + pnto-R[mA] --> 4ppan[mA] + adp[mA] + h[mA],"(0.0, 1000.0)",CoA Biosynthesis
425,PPA,inorganic diphosphatase Astrocyte,h2o[cA] + ppi[cA] --> h[cA] + 2.0 pi[cA],"(0.0, 1000.0)",Oxidative Phosphorylation
426,PPA2m,"inorganic triphosphatase, mitochondrial Astrocyte",h2o[mA] + pppi[mA] --> h[mA] + pi[mA] + ppi[mA],"(0.0, 1000.0)",Others
427,PPAm,inorganic diphosphatase Astrocyte,h2o[mA] + ppi[mA] --> h[mA] + 2.0 pi[mA],"(0.0, 1000.0)",Oxidative Phosphorylation
428,PPAt,"Propionate transport, diffusion Astrocyte",ppa[e] --> ppa[cA],"(0.0, 1000.0)","Transport, Extracellular"
429,PPAtm,"Propionate transport, diffusion Astrocyte",ppa[cA] --> ppa[mA],"(0.0, 1000.0)","Transport, Mitochondrial"
430,PPBNGS,porphobilinogen synthase Astrocyte,2.0 5aop[cA] --> 2.0 h2o[cA] + h[cA] + ppbng[cA],"(0.0, 1000.0)",Heme Biosynthesis
431,PPCOACm,"Propionyl-CoA carboxylase, mitochondrial Astrocyte",atp[mA] + hco3[mA] + ppcoa[mA] --> adp[mA] + h[mA] + mmcoa-S[mA] + pi[mA],"(0.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
432,PPCOAOm,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial Astrocyte",fad[mA] + ppcoa[mA] --> fadh2[mA] + prpncoa[mA],"(0.0, 1000.0)",Propanoate Metabolism
433,PPPG9tm,protoporphyrinogen IX mitochondrial transport Astrocyte,pppg9[cA] <=> pppg9[mA],"(-1000.0, 1000.0)",Heme Biosynthesis
434,PPPGOm,"protoporphyrinogen oxidase, mitochondrial Astrocyte",3.0 o2[mA] + 2.0 pppg9[mA] --> 6.0 h2o[mA] + 2.0 ppp9[mA],"(0.0, 1000.0)",Heme Biosynthesis
435,PRGNLONEtm,pregnenolone intracellular transport Astrocyte,prgnlone[cA] <=> prgnlone[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
436,PRO1xm,"proline oxidase (NAD), mitochondrial Astrocyte",nad[mA] + pro-L[mA] --> 1pyr5c[mA] + 2.0 h[mA] + nadh[mA],"(0.0, 1000.0)",Arginine and Proline Metabolism
437,PROD2m,Proline dehydrogenase (m) Astrocyte,fad[mA] + pro-L[mA] --> 1pyr5c[mA] + fadh2[mA] + h[mA],"(0.0, 1000.0)",Arginine and Proline Metabolism
438,PROt2r,L-proline reversible transport via proton symport Astrocyte,h[e] + pro-L[e] <=> h[cA] + pro-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
439,PROtm,"L-proline transport, mitochondrial Astrocyte",pro-L[cA] <=> pro-L[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
440,PRPNCOAHYDm,Propenoyl-CoA hydrolase (m) Astrocyte,h2o[mA] + prpncoa[mA] --> 3hpcoa[mA],"(0.0, 1000.0)",beta-Alanine metabolism
441,PSERT,phosphoserine transaminase Astrocyte,3php[cA] + glu-L[cA] --> akg[cA] + pser-L[cA],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
442,PSFLIP,phosphatidylserine flippase Astrocyte,atp[cA] + h2o[cA] + ps_hs[e] --> adp[cA] + h[cA] + pi[cA] + ps_hs[cA],"(0.0, 1000.0)","Transport, Extracellular"
443,PSFLIPm,phosphatidylserine flippase Astrocyte,atp[cA] + h2o[cA] + ps_hs[cA] --> adp[cA] + h[cA] + pi[cA] + ps_hs[mA],"(0.0, 1000.0)","Transport, Mitochondrial"
444,PSP_L,phosphoserine phosphatase (L-serine) Astrocyte,h2o[cA] + pser-L[cA] --> pi[cA] + ser-L[cA],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
445,PYK,pyruvate kinase Astrocyte,adp[cA] + h[cA] + pep[cA] --> atp[cA] + pyr[cA],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
446,PYLALDOXm,Perillyl aldehyde:NAD+ oxidoreductase (m) Astrocyte,h2o[mA] + nad[mA] + pylald[mA] --> 2.0 h[mA] + nadh[mA] + peracd[mA],"(0.0, 1000.0)",Limonene and pinene degradation
447,PYRt2m,pyruvate mitochondrial transport via proton symport Astrocyte,h[cA] + pyr[cA] <=> h[mA] + pyr[mA],"(-1000.0, 1000.0)","Transport, Mitochondrial"
448,PYRt2r,pyruvate reversible transport via proton symport Astrocyte,h[e] + pyr[e] <=> h[cA] + pyr[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
449,RPE,ribulose 5-phosphate 3-epimerase Astrocyte,ru5p-D[cA] <=> xu5p-D[cA],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
450,RPI,ribose-5-phosphate isomerase Astrocyte,r5p[cA] <=> ru5p-D[cA],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
451,SACCD3m,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial Astrocyte",akg[mA] + h[mA] + lys-L[mA] + nadph[mA] --> h2o[mA] + nadp[mA] + saccrp-L[mA],"(0.0, 1000.0)",Lysine Metabolism
452,SACCD4m,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial Astrocyte",h2o[mA] + nadp[mA] + saccrp-L[mA] --> L2aadp6sa[mA] + glu-L[mA] + h[mA] + nadph[mA],"(0.0, 1000.0)",Lysine Metabolism
453,SARCStex,Sarcosine transport (extracellular to cytosol) Astrocyte,sarcs[e] <=> sarcs[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
454,SARCStm,Sarcosine transport (mitochondrial) Astrocyte,sarcs[cA] --> sarcs[mA],"(0.0, 1000.0)","Transport, Mitochondrial"
455,SARDHm,Sarcosine dehydrogenase (m) Astrocyte,fad[mA] + sarcs[mA] + thf[mA] --> fadh2[mA] + gly[mA] + mlthf[mA],"(0.0, 1000.0)",Urea cycle/amino group metabolism
456,SERGLNexR,L-Serine/Glutamine reversible exchange Astrocyte,gln-L[cA] + ser-L[e] --> gln-L[e] + ser-L[cA],"(0.0, 0.0)","Transport, Extracellular"
457,SERGLYexR,L-Serine/Glycine reversible exchange Astrocyte,gly[cA] + ser-L[e] <=> gly[e] + ser-L[cA],"(-1000.0, 1000.0)","Transport, Extracellular"
