,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
4022,r0669,"(S)-3-Hydroxyisobutyryl-CoA hydro-lyase Valine, leucine and isoleucine degradation EC:4.2.1.17",2mp2coa_m + h2o_m --> HC01223_m,"(0.0, 100.0)","Valine, leucine, and isoleucine metabolism"
4023,r0670,"(S)-3-Methyl-2-oxopentanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating) EC:1.2.4.4",3mop_m + h_m + lpam_m --> HC01376_m + co2_m,"(0.0, 100.0)",Unassigned
4024,r0671,(R)-4-Phosphopantothenate:L-cysteine ligase EC:6.3.2.5,4ppan_c + ctp_c + cys_L_c --> 4ppcys_c + cmp_c + 2.0 h_c + ppi_c,"(0.0, 100.0)",CoA synthesis
4025,r0672,"Cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase Bile acid biosynthesis EC:1.1.1.181",nadp_r + xol25oh_r <=> 2.0 h_r + nadph_r + xol7aone_r,"(-100.0, 100.0)",Bile acid synthesis
4026,r0673,"6-Lactoyl-5,6,7,8-tetrahydropterin:NADP+ 2-oxidoreductase Folate biosynthesis EC:1.1.1.220",6pthp_c + 2.0 h_c + nadph_c --> HC01254_c + nadp_c,"(0.0, 100.0)",Tetrahydrobiopterin metabolism
4027,r0678,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,acACP_c + h_c + malACP_c --> ACP_c + HC01587_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4028,r0679,ATP:pantothenate 4-phosphotransferase Pantothenate and CoA biosynthesis EC:2.7.1.33,HC01231_c + atp_c <=> 4ppcys_c + adp_c + h_c,"(-100.0, 100.0)",CoA catabolism
4029,r0680,ATP:pantothenate 4-phosphotransferase Pantothenate and CoA biosynthesis EC:2.7.1.33,HC01231_m + atp_m <=> 4ppcys_m + adp_m + h_m,"(-100.0, 100.0)",CoA catabolism
4030,r0681,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01321_c --> HC01255_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4031,r0682,"Butyryl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.1.3.85",HC01588_c + nadp_c --> HC01255_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4032,r0683,"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase beta-Alanine metabolism EC:1.3.3.6 EC:1.3.99.3",ppcoa_m + q10_m --> prpncoa_m + q10h2_m,"(0.0, 100.0)",Unassigned
4033,r0686,L-1-Pyrroline-3-hydroxy-5-carboxylate:NADP+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12,1p3h5c_m + 2.0 h2o_m + nadp_m <=> e4hglu_m + 2.0 h_m + nadph_m,"(-100.0, 100.0)",Arginine and Proline Metabolism
4034,r0688,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase Bile acid biosynthesis EC:1.2.1.3",h2o_c + nad_c + xol7ah2al_c <=> dhcholestanate_c + 3.0 h_c + nadh_c,"(-100.0, 100.0)",Bile acid synthesis
4035,r0691,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01321_c + nadp_c --> HC01587_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4036,r0692,(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01322_c + nadp_c --> HC01596_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4037,r0693,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01322_c --> HC01597_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4038,r0694,(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01323_c + nadp_c --> HC01593_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4039,r0695,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase; (3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01323_c --> HC01594_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4040,r0696,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01326_c + nadp_c --> HC01605_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4041,r0697,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01326_c --> HC01606_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4042,r0698,Propanoyl-CoA:acetyl-CoA C-acyltransferase Bile acid biosynthesis EC:2.3.1.16,dcholcoa_x + 4.0 h_x + ppcoa_x --> coa_x + dhcholestancoa_x + h2o_x,"(0.0, 100.0)",Bile acid synthesis
4043,r0701,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01335_c + nadp_c --> HC01602_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4044,r0702,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01335_c --> HC01603_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4045,r0706,"acyl-Coenzyme A dehydrogenase family, member 9  Bile acid biosynthesis EC:1.3.3.6",cholcoar_x + o2_x --> cholcoads_x + h2o2_x,"(0.0, 100.0)",Bile acid synthesis
4046,r0707,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) Folate biosynthesis EC:3.1.3.1",ahdt_e + 3.0 h2o_e --> HC01361_e + 2.0 h_e + 3.0 pi_e,"(0.0, 0.0)",Unassigned
4047,r0708,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16",ahdt_c + h2o_c --> HC01710_c,"(0.0, 0.0)",Tetrahydrobiopterin metabolism
4048,r0709,r0709,ahdt_n + h2o_n --> HC01710_n,"(0.0, 0.0)",Tetrahydrobiopterin metabolism
4049,r0712,"Dodecanoyl-[acyl-carrier protein]: malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85",ddcaACP_c + nadp_c --> HC01601_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4050,r0713,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,ddcaACP_c + h_c + malACP_c --> ACP_c + HC01602_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4051,r0714,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,HC01397_m + nad_m --> 3ohdcoa_m + 2.0 h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
4052,r0715,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,HC01397_x + nad_x --> 3ohdcoa_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
4053,r0716,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,h2o_m + hdd2coa_m --> HC01397_m,"(0.0, 100.0)",Unassigned
4054,r0717,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,h2o_x + hdd2coa_x --> HC01397_x,"(0.0, 100.0)",Fatty acid oxidation
4055,r0718,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,HC01399_m + nad_m --> 3otdcoa_m + 2.0 h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
4056,r0719,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,HC01399_x + nad_x --> 3otdcoa_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
4057,r0720,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01412_m + h2o_m --> HC01399_m,"(0.0, 100.0)",Fatty acid oxidation
4058,r0721,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01412_x + h2o_x --> HC01399_x,"(0.0, 100.0)",Fatty acid oxidation
4059,r0722,(S)-3-Hydroxydodecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,HC01401_m + nad_m <=> 3oddcoa_m + 2.0 h_m + nadh_m,"(-100.0, 100.0)",Fatty acid oxidation
4060,r0723,(S)-3-Hydroxydodecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,HC01401_x + nad_x --> 3oddcoa_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
4061,r0724,Decanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16,accoa_m + dcacoa_m <=> 3oddcoa_m + coa_m,"(-100.0, 100.0)",Fatty acid oxidation
4062,r0726,(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,HC01403_m + nad_m <=> 3odcoa_m + 2.0 h_m + nadh_m,"(-100.0, 100.0)",Fatty acid oxidation
4063,r0727,(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,HC01403_x + nad_x --> 3odcoa_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
4064,r0728,(S)-Hydroxydecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01403_m <=> dc2coa_m + h2o_m,"(-100.0, 100.0)",Fatty acid oxidation
4065,r0729,(S)-Hydroxydecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01414_x + h2o_x --> HC01403_x,"(0.0, 100.0)",Fatty acid oxidation
4066,r0730,(S)-Hydroxyoctanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211,HC01405_m + nad_m --> HC01406_m + 2.0 h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
4067,r0731,(S)-Hydroxyoctanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01415_m + h2o_m --> HC01405_m,"(0.0, 100.0)",Fatty acid oxidation
4068,r0732,Hexanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16,HC01406_m + coa_m --> HC01409_m + accoa_m,"(0.0, 100.0)",Fatty acid oxidation
4069,r0733,(S)-Hydroxyhexanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,HC01407_m + nad_m --> HC01408_m + 2.0 h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
4070,r0734,(S)-Hydroxyhexanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,HC01410_m + h2o_m --> HC01407_m,"(0.0, 100.0)",Fatty acid oxidation
4071,r0735,trans-Dec-2-enoyl-CoA reductase Fatty acid elongation in mitochondria EC:1.3.1.38,dcacoa_m + nadp_m <=> dc2coa_m + 2.0 h_m + nadph_m,"(-100.0, 100.0)",Fatty acid oxidation
4072,r0737,3-Ketolactose galactohydrolase Galactose metabolism EC:3.2.1.23,HC01446_e + h2o_e --> HC01440_e + glc_D_e,"(0.0, 0.0)",Unassigned
4073,r0739,alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1,nad_c + xol7ah3_c <=> 2.0 h_c + nadh_c + xol7ah2al_c,"(-100.0, 100.0)",Bile acid synthesis
4074,r0741,"5beta-Cholestane-3alpha,7alpha,12alpha-triol,NADPH:oxygen oxidoreductase (26-hydroxylating) Bile acid biosynthesis EC:1.14.13.15",2.0 h_c + nadph_c + o2_c + xoltriol_c <=> h2o_c + nadp_c + xoltetrol_c,"(-100.0, 100.0)",Bile acid synthesis
4075,r0743,hydroxysteroid (17-beta) dehydrogenase 4  Bile acid biosynthesis EC:1.1.1.35,HC01459_x + nad_x --> cholcoaone_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Bile acid synthesis
4076,r0744,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl- CoA hydro-lyase Bile acid biosynthesis EC:4.2.1.107",cholcoads_x + h2o_x --> HC01459_x,"(0.0, 100.0)",Bile acid synthesis
4077,r0747,"3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50",nadp_c + xol7ah2_c <=> 2.0 h_c + nadph_c + xol7ah_c,"(-100.0, 100.0)",Bile acid synthesis
4078,r0750,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50",nadp_c + xoltriol_c <=> 2.0 h_c + nadph_c + xoldioloneh_c,"(-100.0, 100.0)",Bile acid synthesis
4079,r0752,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5",34dhmald_m + h2o_m + nad_m <=> 34dhoxmand_m + 3.0 h_m + nadh_m,"(-100.0, 100.0)",Unassigned
4080,r0753,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5",34dhmald_m + h2o_m + nadp_m --> 34dhoxmand_m + 3.0 h_m + nadph_m,"(0.0, 100.0)",Unassigned
4081,r0754,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,3mox4hpac_m + h2o_m + nad_m <=> 3.0 h_m + homoval_m + nadh_m,"(-100.0, 100.0)",Unassigned
4082,r0755,3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,3mox4hpac_m + h2o_m + nadp_m --> 3.0 h_m + homoval_m + nadph_m,"(0.0, 100.0)",Unassigned
4083,r0756,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,3m4hpga_m + h2o_m + nad_m <=> 3mox4hoxm_m + 3.0 h_m + nadh_m,"(-100.0, 100.0)",Unassigned
4084,r0757,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,3m4hpga_m + h2o_m + nadp_m --> 3mox4hoxm_m + 3.0 h_m + nadph_m,"(0.0, 100.0)",Unassigned
4085,r0758,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase Tryptophan metabolism EC:1.2.1.3,5hoxindact_c + h2o_c + nad_c <=> 5hoxindoa_c + 3.0 h_c + nadh_c,"(-100.0, 100.0)",Tryptophan metabolism
4086,r0760,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,HC01588_c + h_c + malACP_c --> ACP_c + HC01589_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4087,r0761,(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01590_c + nadp_c --> HC01589_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4088,r0762,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01590_c --> HC01591_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4089,r0763,Hexanoyl-[acyl-carrier protein]:oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85,HC01592_c + nadp_c --> HC01591_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4090,r0764,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,HC01592_c + h_c + malACP_c --> ACP_c + HC01593_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4091,r0765,"Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85",HC01595_c + nadp_c --> HC01594_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4092,r0766,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,HC01595_c + h_c + malACP_c --> ACP_c + HC01596_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4093,r0767,"Decanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85",HC01598_c + nadp_c --> HC01597_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4094,r0768,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,HC01598_c + h_c + malACP_c --> ACP_c + HC01599_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4095,r0769,(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase Fatty acid biosynthesis EC:2.3.1.85,HC01600_c + nadp_c --> HC01599_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4096,r0770,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase Fatty acid biosynthesis EC:2.3.1.85,HC01600_c --> HC01601_c + h2o_c,"(0.0, 0.0)",Fatty acid synthesis
4097,r0771,"Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85",myrsACP_c + nadp_c --> HC01603_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4098,r0772,Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating) Fatty acid biosynthesis EC:2.3.1.85,h_c + malACP_c + myrsACP_c --> ACP_c + HC01605_c + co2_c,"(0.0, 0.0)",Fatty acid synthesis
4099,r0773,"Hexadecanoyl-[acyl-carrier protein:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing) Fatty acid biosynthesis EC:2.3.1.85",nadp_c + palmACP_c --> HC01606_c + h_c + nadph_c,"(0.0, 0.0)",Fatty acid synthesis
4100,r0774,Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37,HC01609_e + 4.0 h_e <=> HC01610_e + 4.0 co2_e,"(-100.0, 100.0)",Unassigned
4101,r0775,"Formamidopyrimidine nucleoside triphosphate 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16",HC01651_c + h2o_c --> HC01652_c + for_c + h_c,"(0.0, 0.0)",Unassigned
4102,r0776,r0776,HC01651_n + h2o_n --> HC01652_n + for_n + h_n,"(0.0, 0.0)",Tetrahydrobiopterin metabolism
4103,r0777,"GTP 7,8-8,9-dihydrolase Folate biosynthesis EC:3.5.4.16",HC01652_c --> HC01710_c,"(0.0, 0.0)",Tetrahydrobiopterin metabolism
4104,r0778,r0778,HC01652_n --> HC01710_n,"(0.0, 0.0)",Tetrahydrobiopterin metabolism
4105,r0779,3-Hydroxy-2-methylpropanoyl-CoA hydrolase EC:3.1.2.4,HC01223_m + h2o_m --> 3hmp_m + coa_m + h_m,"(0.0, 100.0)",Unassigned
4106,r0780,"4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase Biosynthesis of steroids EC:1.3.1.70",44mzym_r + nadp_r <=> 44mctr_r + 2.0 h_r + nadph_r,"(-100.0, 100.0)",Cholesterol metabolism
4107,r0781,"Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving) Biosynthesis of steroids EC:1.14.13.70",5.0 h_r + lanost_r + 3.0 nadph_r + 3.0 o2_r <=> 44mctr_r + for_r + 4.0 h2o_r + 3.0 nadp_r,"(-100.0, 100.0)",Cholesterol metabolism
4108,r0782,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing) Fructose and mannose metabolism EC:1.1.1.271",gdpddman_c + 2.0 h_c + nadh_c --> gdpfuc_c + nad_c,"(0.0, 100.0)",Aminosugar metabolism
4109,r0783,lanosterol D24-reductase Biosynthesis of steroids EC:1.3.1.72,lthstrl_r + nadp_r <=> chlstol_r + 2.0 h_r + nadph_r,"(-100.0, 100.0)",Cholesterol metabolism
4110,r0784,xylitol:NAD oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.15,nad_c + xylt_c <=> 2.0 h_c + nadh_c + xylu_L_c,"(-100.0, 100.0)",Pentose phosphate pathway
4111,r0786,sphinganine-1-phosphate palmitaldehyde-lyase Sphingolipid metabolism EC:4.1.2.27,sphs1p_c --> HC02228_c + ethamp_c,"(0.0, 0.0)",Sphingolipid metabolism
4112,r0787,3-sn-phosphatidate phosphohydrolase Sphingolipid metabolism EC:3.1.3.4,h2o_c + sph1p_c --> pi_c + sphgn_c,"(0.0, 100.0)",Sphingolipid metabolism
4113,r0788,S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103,HC00718_c + amet_c <=> HC01842_c + ahcys_c + 2.0 h_c,"(-100.0, 100.0)",Sphingolipid metabolism
4114,r0789,S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase Glycerophospholipid metabolism EC:2.1.1.103,HC01842_c + amet_c <=> ahcys_c + cholp_c + 2.0 h_c,"(-100.0, 100.0)",Sphingolipid metabolism
4115,r0791,trans-Hex-2-enoyl-CoA reductase Fatty acid elongation in mitochondria EC:1.3.1.38,HC01410_m + 2.0 h_m + nadph_m <=> HC01409_m + nadp_m,"(-100.0, 100.0)",Fatty acid oxidation
4116,r0792,5-methyltetrahydrofolate:NAD+ oxidoreductase One carbon pool by folate / Methane metabolism EC:1.5.1.20,5mthf_c + nad_c <=> 2.0 h_c + mlthf_c + nadh_c,"(-100.0, 100.0)",Folate metabolism
4117,r0795,Spontaneous reaction,HC01501_c + h2o_c --> HC00250_c + 2.0 h_c + so4_c,"(0.0, 100.0)",Unassigned
4118,r0796,Ribitol:NAD+ 2-oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.56,2.0 h_c + nadh_c + rib_D_c <=> nad_c + rbt_c,"(-100.0, 100.0)",Pentose phosphate pathway
4119,r0797,glycine N-choloyltransferase EC:2.3.1.65,dcholcoa_c + gly_c <=> coa_c + dgchol_c + h_c,"(-100.0, 100.0)",Bile acid synthesis
4120,r0800,Virtual reaction/potential definition,7.0 amet_c + 2.0 h2o_c --> 6.0 HC01797_c + 7.0 ahcys_c + co2_c + 7.0 h_c,"(0.0, 0.0)",Unassigned
4121,r0801,Mitochondrial Carrier (MC) TCDB:2.A.29.21.1,gdp_m + gtp_c <=> gdp_c + gtp_m,"(-100.0, 100.0)","Transport, mitochondrial"
4122,r0802,Vesicular transport,HC00001_c --> HC00001_e,"(0.0, 0.0)","Transport, extracellular"
4123,r0803,Vesicular transport,HC00001_e --> HC00001_l,"(0.0, 0.0)","Transport, extracellular"
4124,r0804,Vesicular transport,HC00002_c --> HC00002_e,"(0.0, 0.0)","Transport, extracellular"
4125,r0805,Vesicular transport,HC00002_e --> HC00002_l,"(0.0, 0.0)","Transport, extracellular"
4126,r0806,Vesicular transport,HC00003_c --> HC00003_e,"(0.0, 0.0)","Transport, extracellular"
4127,r0807,Vesicular transport,HC00003_e --> HC00003_l,"(0.0, 0.0)","Transport, extracellular"
4128,r0808,Vesicular transport,HC00004_c --> HC00004_e,"(0.0, 0.0)","Transport, extracellular"
4129,r0809,Facilitated diffusion,adn_c + ins_e <=> adn_e + ins_c,"(-100.0, 100.0)",Purine catabolism
4130,r0812,Mitochondrial Carrier (MC) TCDB:2.A.29.20.1,amp_x + atp_c <=> amp_c + atp_x,"(-100.0, 100.0)",Purine catabolism
4131,r0813,ATP-binding Cassette (ABC) TCDB:3.A.1.208.9,atp_r + bildglcur_r + h2o_r --> adp_r + bildglcur_e + h_r + pi_r,"(0.0, 100.0)","Transport, extracellular"
4132,r0817,Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.3.2,citr_L_c <=> citr_L_e,"(-100.0, 100.0)","Transport, extracellular"
4133,r0818,Transport reaction,dump_m --> dump_c,"(0.0, 100.0)",Pyruvate metabolism
4134,r0819,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,akg_c + succ_m <=> akg_m + succ_c,"(-100.0, 100.0)","Transport, mitochondrial"
4135,r0821,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,fum_c + succ_m <=> fum_m + succ_c,"(-100.0, 100.0)","Transport, mitochondrial"
4136,r0822,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,fum_c + mal_L_m <=> fum_m + mal_L_c,"(-100.0, 100.0)","Transport, mitochondrial"
4137,r0825,Vesicular transport,ile_L_l --> ile_L_c,"(0.0, 100.0)","Transport, lysosomal"
4138,r0826,Transport reaction,inost_c --> inost_r,"(0.0, 100.0)","Transport, endoplasmic reticular"
4139,r0829,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,so4_m + succ_c <=> so4_c + succ_m,"(-100.0, 100.0)","Transport, mitochondrial"
4140,r0830,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,so3_m + succ_c <=> so3_c + succ_m,"(-100.0, 100.0)","Transport, mitochondrial"
4141,r0834,Mitochondrial Carrier (MC) TCDB:2.A.29.2.2,HC00319_c + pi_m <=> HC00319_m + pi_c,"(-100.0, 100.0)","Transport, mitochondrial"
