,Metabolite ID,Metabolite Name,Dual solution
3189,dece3coa_x,3-Decenoyl Coenzyme A,-0.046656075841130025
3190,dec47dicoa_m,"4,7-Decadienoyl Coenzyme A",-0.046656075841130955
3191,dectricoa_m,"2,4,7-Decatrienoyl Coenzyme A",-0.04665607584113097
3192,dec47dicoa_x,"4,7-Decadienoyl Coenzyme A",-0.04665607584112889
3193,dectricoa_x,"2,4,7-Decatrienoyl Coenzyme A",-0.04665607584112866
3194,2decdicoa_m,"2,7-Decadienoyl Coenzyme A",-0.04665607584113093
3195,octe5coa_m,5-Octenoyl Coenzyme A,-0.04665607584113087
3196,2decdicoa_x,"2,7-Decadienoyl Coenzyme A",-0.0466560758411288
3197,octe5coa_x,5-Octenoyl Coenzyme A,-0.04665607584112949
3198,3decdicoa_m,"3,7-Decadienoyl Coenzyme A",-0.04665607584113093
3199,3decdicoa_x,"3,7-Decadienoyl Coenzyme A",-0.0466560758411288
3200,sebcoa_x,Sebacoyl Coenzyme A,-0.04665607584112977
3201,sbcoa_x,Suberyl Coenzyme A,-0.04665607584113024
3202,tmuncoa_x,"2,6,10-Trimethyl Undecanoyl Coenzyme A",-0.046656075841131094
3203,undcoa_m,Undecanoyl Coenzyme A,-0.0466560758411312
3204,noncoa_m,Nonanoyl Coenzyme A,-0.046656075841131156
3205,dd5ecoa_m,5-Dodecenoyl Coenzyme A,-0.04665607584113103
3206,dd3coa_x,Cis-Dodec-3-Enoyl Coenzyme A,-0.046656075841132134
3207,2ddecdicoa_m,"2,6-Dodecadienoyl Coenzyme A",-0.04665607584113094
3208,3ddecdicoa_m,"3,6-Dodecadienoyl Coenzyme A",-0.04665607584113094
3209,2ddecdicoa_x,"2,6-Dodecadienoyl Coenzyme A",-0.04665607584112913
3210,3ddecdicoa_x,"3,6-Dodecadienoyl Coenzyme A",-0.04665607584112913
3211,2dodtricoa_m,"2,6,9-Dodecatrienoyl Coenzyme A",-0.04665607584113101
3212,2dodtricoa_x,"2,6,9-Dodecatrienoyl Coenzyme A",-0.04665607584112819
3213,3dodtricoa_m,"3,6,9-Dodecatrienoyl Coenzyme A",-0.04665607584113101
3214,3dodtricoa_x,"3,6,9-Dodecatrienoyl Coenzyme A",-0.04665607584112819
3215,c12dc_x,Dodecanedioyl Carnitine,1.8665624601510444e-15
3216,tridcoa_m,Tridecanoyl Coenzyme A,-0.04665607584113124
3217,tetd7ecoa_m,7-Tetradecenoyl Coenzyme A,-0.046656075841131114
3218,tetde5coa_x,5-Tetradecenoyl Coenzyme A,-0.04665607584113166
3219,tetdecdicoa_m,"5,8-Tetradecadienoyl Coenzyme A",-0.046656075841131024
3220,tetdecdicoa_x,"5,8-Tetradecadienoyl Coenzyme A",-0.04665607584112866
3221,ttetddcoa_m,"Trans5,8Tetradecadienoyl Coenzyme A",-0.04665607584113101
3222,5tedtricoa_m,"5,8,11-Tetradecatrienoyl Coenzyme A",-0.046656075841131094
3223,5tedtricoa_x,"5,8,11-Tetradecatrienoyl Coenzyme A",-0.04665607584112772
3224,c14dccoa_x,Tetradecanedioyl Coenzyme A,-0.046656075841131635
3225,hexde7coa_x,7-Hexadecenoyl Coenzyme A,-0.04665607584113119
3226,3hdeccoa_m,3-Hydroxyhexadecenoyl Coenzyme A,-0.046656075841131156
3227,hexddcoa_m,"7,10-Hexadecadienoyl Coenzyme A",-0.04665607584113111
3228,thexddcoa_m,"Trans7,10-Hexadecadienoyl Coenzyme A",-0.046656075841131094
3229,2hexdtricoa_x,"2,7,10-Hexadecatrienoyl Coenzyme A",-0.046656075841127964
3230,hexdtrcoa_m,"7,10,13-Hexadecatrienoyl Coenzyme A",-0.04665607584113118
3231,4hexdtricoa_m,"4,7,10-Hexadecatrienoyl Coenzyme A",-0.04665607584113114
3232,hexdectecoa_m,"2,4,7,10-Hexadecatetraenoyl Coenzyme A",-0.04665607584113112
3233,4hexdtricoa_x,"4,7,10-Hexadecatrienoyl Coenzyme A",-0.046656075841128054
3234,hexdectecoa_x,"2,4,7,10-Hexadecatetraenoyl Coenzyme A",-0.046656075841127825
3235,2hexdtricoa_m,"2,7,10-Hexadecatrienoyl Coenzyme A",-0.04665607584113108
3236,3hexdtricoa_m,"3,7,10-Hexadecatrienoyl Coenzyme A",-0.04665607584113108
3237,3hexdtricoa_x,"3,7,10-Hexadecatrienoyl Coenzyme A",-0.046656075841127964
3238,2hexdtetcoa_m,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584113115
3239,2hexdtetcoa_x,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584112703
3240,4hexdtetcoa_m,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584113121
3241,hexdpencoa_m,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",-0.04665607584113119
3242,4hexdtetcoa_x,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584112712
3243,hexdpencoa_x,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",-0.04665607584112689
3244,3hexdtetcoa_m,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584113115
3245,3hexdtetcoa_x,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",-0.04665607584112703
3246,3hexdcoa_m,3-Hydroxyhexadecanoyl Coenzyme A,-0.04665607584113115
3247,hexdicoa_x,Hexadecanedioyl Coenzyme A,-0.04665607584113116
3248,hexdicoa_r,Hexadecanedioyl Coenzyme A,-0.04665607584113116
3249,hexdiac_r,Hexadecanediocacid,0.0
3250,whhdca_r,Omega Hydroxy Hexadecanoate (N-C16:0),0.0
3251,ocde9ecoa_x,9-Octadecenoyl Coenzyme A,-0.04665607584113072
3252,3octdece1coa_m,3-Hydroxyoctadecenoyl Coenzyme A,-0.046656075841131205
3253,octdececoa_m,Octadecenoyl Coenzyme A,-0.04665607584113125
3254,3ocddcoa_m,3-Hydroxyoctadecadienoyl Coenzyme A,-0.04665607584113116
3255,2octdectecoa_m,"2,6,9,12-Octadecatetraenoyl Coenzyme A",-0.0466560758411312
3256,2octdectecoa_x,"2,6,9,12-Octadecatetraenoyl Coenzyme A",-0.04665607584112736
3257,3octdectecoa_m,"3,6,9,12-Octadecatetraenoyl Coenzyme A",-0.07776012640188507
3258,3octdectecoa_x,"3,6,9,12-Octadecatetraenoyl Coenzyme A",-0.04665607584112736
3259,2octpencoa_m,"2,6,9,12,15-Octadecapentenoyl Coenzyme A",-0.04665607584113127
3260,3octpencoa_m,"3,6,9,12,15-Octadecapentenoyl Coenzyme A",-0.04665607584113127
3261,3hodcoa_m,(S)-3-Hydroxyoctadecanoyl Coenzyme A,-0.04665607584113116
3262,ei11ecoa_x,11-Eicosenoyl Coenzyme A,-0.04665607584113025
3263,eitetcoa_m,"5,8,11,14-Eicosatetraenoyl Coenzyme A",-0.07776012640188515
3264,eitetcoa_x,"5,8,11,14-Eicosatetraenoyl Coenzyme A",-0.07776012640188536
3265,eipencoa_x,"2,5,8,11,14-Eicosapentaenoyl Coenzyme A",-0.04665607584112667
3266,5eipencoa_m,"5,8,11,14,17-Eicosapentenoyl Coenzyme A",-0.04665607584113118
3267,2docopencoa_m,"2,7,10,13,16-Docosapentenoyl Coenzyme A",-0.0777601264018852
3268,2docopencoa_x,"2,7,10,13,16-Docosapentenoyl Coenzyme A",-0.07776012640188466
3269,docohexcoa_m,"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",-0.07776012640188525
3270,docohexcoa_x,"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",-0.07776012640188452
3271,3docopencoa_m,"3,7,10,13,16-Docosapentenoyl Coenzyme A",-0.0777601264018852
3272,3docopencoa_x,"3,7,10,13,16-Docosapentenoyl Coenzyme A",-0.07776012640188466
3273,2docohexecoa_m,"2,7,10,13,16,19-Docosahexenoyl Coenzyme A",-0.04665607584113123
3274,docohepcoa_m,"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A",-0.046656075841131274
3275,docosahexcoa_m,"3,7,10,13,16,19-Docosahexenoyl Coenzyme A",-0.04665607584113123
3276,omhdocosac_r,W-Hydroxydocosanoicacid,1.3877787807814457e-17
3277,succoa_c,Succinyl Coenzyme A,-0.046656075841131184
3278,pentcoa_m,Pentanoyl Coenzyme A,-0.046656075841131246
3279,glutcoa_c,Glutaryl Coenzyme A,-0.04665607584113134
3280,3ivcoa_m,3-Hydroxyisovaleryl Coenzyme A,-0.04665607584113118
3281,3ivcrn_c,3-Hydroxy-Isovaleryl Carnitine,-1.3877787807814457e-17
3282,3ivcoa_c,3-Hydroxyisovaleryl Coenzyme A,-0.04665607584113118
3283,hx2coa_x,Trans-Hex-2-Enoyl Coenzyme A,-0.04665607584112996
3284,hexe3coa_m,3-Hexenoyl Coenzyme A,-0.04665607584113079
3285,hexe3coa_x,3-Hexenoyl Coenzyme A,-0.04665607584112996
3286,succoa_x,Succinyl Coenzyme A,-0.046656075841131184
3287,hepcoa_m,Heptanoyl Coenzyme A,-0.04665607584113133
3288,omhdecacid_r,W-Hydroxydecanoicacid,0.0
3289,hexdiac_c,Hexadecanediocacid,0.0
3290,omhdocosac_c,W-Hydroxydocosanoicacid,1.3877787807814457e-17
3291,omhdecacid_c,W-Hydroxydecanoicacid,0.0
3292,sebacid_c,Sebacicacid,0.0
3293,tdec4ecoa_m,Trans4Decenoyl Coenzyme A,-0.04665607584113087
3294,ctdecdcoa_m,Cis2Trans4Decadienoyl Coenzyme A,-0.04665607584113085
3295,tddedi2coa_m,"Trans2,6Dodecadienoyl Coenzyme A",-0.04665607584113093
3296,tddedicoa_m,"Trans3,6Dodecadienoyl Coenzyme A",-0.04665607584113093
3297,ocdececrn_c,11-Octadecenoyl Carnitine,-6.245004513516506e-17
3298,ocdececrn_m,11-Octadecenoyl Carnitine,-6.245004513516506e-17
3299,octdececrn_c,"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)",-7.632783294297951e-17
3300,octdececrn_m,"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)",-7.632783294297951e-17
3301,octdececoa_c,Octadecenoyl Coenzyme A,-0.04665607584113124
3302,subeac_x,Suberic Acid,0.0
3303,sebacid_x,Sebacicacid,0.0
3304,subeac_c,Suberic Acid,0.0
3305,c8dc_x,Suberyl Carnitine,9.228728892196614e-16
3306,ttdcrn_e,Tetradecenoylcarnitine(5),0.0
3307,4hpro_LT_e,Trans-4-Hydroxy-L-Proline,0.0
3308,alaala_c,D-Alanyl-D-Alanine,2.336946813686256e-16
3309,alaala_e,D-Alanyl-D-Alanine,0.0
3310,bglc_e,Beta-Glucans,0.0
3311,glgchlo_e,Beta Glucan-Glycocholate Complex,0.0
3312,gltcho_e,Beta Glucan-Taurocholic Acid Complex,0.0
3313,tdechola_e,Taurodeoxycholic Acid,0.0
3314,gltdechol_e,Beta Glucan-Taurodeoxycholic Acid Complex,0.0
3315,carn_e,Carnosine,0.0
3316,glygly_c,Glycyl-Glycine,-1.7712701537447845e-17
3317,glygly_e,Glycyl-Glycine,0.0
3318,glyphe_e,Glycyl-Phenylalanine,0.0
3319,glyphe_c,Glycyl-Phenylalanine,0.0
3320,glypro_e,Glycylproline,0.0
3321,glypro_c,Glycylproline,3.480475819399921e-18
3322,glysar_c,Glycylsarcosine,0.0
3323,glysar_e,Glycylsarcosine,0.0
3324,dchac_e,Deoxycholate,3.1706322262163557e-17
3325,gum_e,Gums,0.0
3326,gumdchac_e,Guar Gum-Deoxyxholic Acid Complex,0.0
3327,gumgchol_e,Guar Gum-Glycocholate Complex,0.0
3328,gumtchol_e,Guar Gum-Taurocholic Acid Complex,0.0
3329,5HPET_r,5(S)-Hydroperoxyeicosatetraenoic Acid,0.0
3330,leugly_e,Leucyl-Glycine,0.0
3331,leugly_c,Leucyl-Glycine,2.0684131881505668e-17
3332,leuleu_c,Leucylleucine,5.908096530045917e-17
3333,leuleu_e,Leucylleucine,4.747509773594666e-17
3334,pect_e,Pectin,0.0
3335,pectindchac_e,Pectin-Deoxycholic Acid Complex,0.0
3336,pectingchol_e,Pectin-Glycocholate Complex,0.0
3337,pectintchol_e,Pectin-Taurocholic Acid Complex,0.0
3338,progly_e,L-Prolinylglycine,0.0
3339,progly_c,L-Prolinylglycine,3.480475819399921e-18
3340,psyl_e,Psyllium,0.0
3341,psylchol_e,Psillium-Glycocholic Acid Complex,0.0
3342,psyltchol_e,Psyllium-Taurocholic Acid Complex,0.0
3343,psyltdechol_e,Psyllium-Taurodeoxycholic Acid Complex,0.0
3344,sbt_D_e,D-Sorbitol,0.0
3345,thm_e,Thiamin,0.0
3346,1a25dhvitd3_c,Calcitriol,0.0
3347,1a25dhvitd3_n,Calcitriol,0.0
3348,4abut_n,4-Aminobutanoate,0.0
3349,oh1_c,Hydroxide Ion,6.739973925888778e-17
3350,oh1_e,Hydroxide Ion,-0.0
3351,hyptaur_e,Hypotaurine,0.0
3352,cysam_e,Cysteamine,0.0
3353,q10_e,Ubiquinone-10,0.0
3354,dhap_m,Dihydroxyacetone Phosphate,-0.015552025280376977
3355,dpcoa_e,Dephospho Coenzyme A,0.0
3356,pan4p_e,Pantetheine 4-Phosphate,0.0
3357,5dpmev_c,(R)-5-Diphosphomevalonate,-2.7755575615628914e-17
3358,slfcys_e,S-Sulfo-L-Cysteine,-0.0
3359,fmn_e,Flavin Mononucleotide,0.0
3360,ptth_e,Pantetheine,0.0
3361,q10h2_e,Ubiquinol-10,0.0
3362,fe3_c,Iron (Fe3+),-2.4613582665879425e-17
3363,6pgl_c,"6-Phospho-D-Glucono-1,5-Lactone",-3.8644379882932756e-17
3364,glu5sa_c,L-Glutamate 5-Semialdehyde,4.520435647322827e-17
3365,mal_L_x,(S)-Malate,8.17998098245409e-18
3366,5pmev_c,(R)-5-Phosphonatomevalonate,0.0
3367,1pyr5c_c,1-Pyrroline-5-Carboxylate,9.98586317235393e-18
3368,pheme_e,Protoheme,-0.0
3369,slfcys_c,S-Sulfo-L-Cysteine,-0.0
3370,34hpp_e,3-(4-Hydroxyphenyl)Pyruvate,0.0
3371,3mob_e,3-Methyl-2-Oxobutanoate,-0.0
3372,3mop_e,3-Methyl-2-Oxopentanoate,0.0
3373,4mop_e,4-Methyl-2-Oxopentanoate,-0.0
3374,5mta_e,5-Methylthioadenosine,-0.0
3375,5oxpro_e,5-Oxoprolinate,0.0
3376,ahcys_e,S-Adenosyl-L-Homocysteine,-3.5481380161201825e-17
3377,aicar_e,5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide,0.0
3378,anth_e,Anthranilate,0.0
3379,cbasp_e,N-Carbamoyl-L-Aspartate,-0.0
3380,mal_L_e,(S)-Malate,0.0
3381,idour_e,L-Iduronate,0.0
3382,5hoxindoa_e,5-Hydroxyindoleacetate,0.0
3383,glyald_e,D-Glyceraldehyde,-0.0
3384,pep_e,Phosphoenolpyruvate,0.0
3385,gudac_e,Guanidinoacetic Acid,-3.895132424903504e-17
3386,Lkynr_e,L-Kynurenine,-0.0
3387,cala_e,N-Carbamoyl-Beta-Alaninate,0.0
3388,crtn_e,Creatinine,0.0
3389,kynate_e,Kynurenic Acid,-1.6694608950870524e-16
3390,3hanthrn_e,3-Hydroxyanthranilate,0.0
3391,hLkynr_e,3-Hydroxy-L-Kynurenine,1.2570086251870522e-16
3392,quln_e,Quinolinic Acid,0.0
3393,2pg_e,2-Phospho-D-Glycerate,0.0
3394,cholp_e,Choline Phosphate,0.0
3395,cyst_L_e,L-Cystathionine,0.0
3396,cyst_L_c,L-Cystathionine,6.743169170344935e-17
3397,dcmp_e,Deoxycytidylic Acid,0.0
3398,dmgly_e,"N,N-Dimethylglycine",0.0
3399,ethamp_e,Ethanolamine Phosphate,0.0
3400,fum_e,Fumarate,0.0
3401,g3pc_e,Glycerophosphocholine,0.0
3402,icit_e,Isocitric Acid,-0.0
3403,L2aadp_e,L-2-Aminoadipate,0.0
3404,xan_e,Xanthine,5.051313430777276e-17
3405,xmp_e,Xanthylic Acid,0.0
3406,xtsn_e,Xanthosine,-0.0
3407,3pg_e,3-Phospho-D-Glycerate,0.0
3408,udpglcur_e,Uridine-5'-Diphosphate-Glucuronate,0.0
3409,glyc3p_e,Glycerol 3-Phosphate,0.0
3410,nicrnt_e,Nicotinate D-Ribonucleotide,0.0
3411,orot5p_e,Orotidine 5'-Phosphate,0.0
3412,hcys_L_e,L-Homocysteine,-0.0
3413,retinal_e,Retinal,0.0
3414,argsuc_e,L-Arginosuccinic Acid,0.0
3415,acrn_e,O-Acetylcarnitine,5.828670879282072e-16
3416,pcrn_e,O-Propanoylcarnitine,-0.0
3417,lneldccrn_e,"6Z,9Z-Octadecadienoylcarnitine",-0.0
3418,odecrn_e,L-Oleoylcarnitine,-1.3877787807814457e-17
3419,stcrn_e,O-Octadecanoyl-R-Carnitine,-0.0
3420,pmtcrn_e,L-Palmitoylcarnitine,-0.0
3421,hdcecrn_e,Palmitoleoyl-Carnitine,-3.469446951953614e-17
3422,pcreat_e,Phosphocreatine,0.0
3423,HC00342_e,Cis-Aconitate,0.0
3424,bgly_e,N-Benzoylglycinate,-0.0
3425,15kprostgf2_c,15-Keto-Prostaglandin F2A,8.127813413598243e-18
3426,adpoh_c,2-Hydroxyadipic Acid,-8.360768793167705e-17
3427,phlac_c,Phenyllactate,0.0
3428,and19one_c,"19-Hydroxyandrost-4-Ene-3,17-Dione",0.0
3429,ttdceacoa_c,Tetradecenoyl Coenzyme A (N-C14:1),-0.04665607584113119
3430,21hprgnlone_c,21-Hydroxypregnenolone,0.0
3431,3mhis_c,3-Methylhistidine,0.0
3432,hmcr_c,Homocitrulline,0.0
3433,phacgly_c,Phenylacetylglycine,0.0
3434,pcholmyr_hs_e,1-Myristoylglycerophosphocholine,0.0
3435,pcholole_hs_e,1-Oleoylglycerophosphocholine (Delta 9),0.0
3436,peole_hs_e,1-Oleoylglycerophosphoethanolamine (Delta 9),0.0
3437,pcholpalme_hs_e,1-Palmitoleoylglycerophosphocholine (Delta 9),0.0
3438,pcholpalm_hs_e,1-Palmitoylglycerophosphocholine,0.0
3439,pepalm_hs_e,1-Palmitoylglycerophosphoethanolamine,0.0
3440,pail_hs_e,1-Phosphatidyl-1D-Myo-Inositol,0.0
3441,pailpalm_hs_e,1-Palmitoylglycerophosphoinositol,0.0
3442,pcholste_hs_e,1-Stearoylglycerophosphocholine,0.0
3443,peste_hs_e,1-Stearoylglycerophosphoethanolamine,0.0
3444,pailste_hs_e,1-Stearoylglycerophosphoinositol,0.0
3445,pchol2linl_hs_e,2-Linoleoylglycerophosphocholine,0.0
3446,pe2linl_hs_e,2-Linoleoylglycerophosphoethanolamine,0.0
3447,pchol2ole_hs_e,2-Oleoylglycerophosphocholine,0.0
3448,pchol2palm_hs_e,2-Palmitoylglycerophosphocholine,0.0
3449,pchol2ste_hs_e,2-Stearoylglycerophosphocholine,0.0
3450,xolest183_hs_e,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",-0.0
3451,xolest181_hs_e,"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",0.0
3452,xolest205_hs_e,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",3.012400555654375e-17
3453,xolest204_hs_e,"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",0.0
3454,xolest226_hs_e,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",0.0
3455,pcholn15_hs_e,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",0.0
3456,pcholar_hs_e,1-Arachidonoyl-Glycero-3-Phosphocholine,0.0
3457,pcholn183_hs_e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",0.0
3458,pcholn1836_hs_e,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",0.0
3459,pcholn19_hs_e,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",0.0
3460,pcholn201_hs_e,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",0.0
3461,pcholn204_hs_e,"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",0.0
3462,pcholn205_hs_e,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",0.0
3463,pcholn224_hs_e,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",0.0
3464,pcholn225_hs_e,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",0.0
3465,pcholn2254_hs_e,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",0.0
3466,pcholn226_hs_e,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",0.0
3467,pear_hs_e,1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,0.0
3468,pe203_hs_e,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",0.0
3469,pe226_hs_e,"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",0.0
3470,pe224_hs_e,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",0.0
3471,pedh203_hs_e,"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",0.0
3472,pe12_hs_e,1-Didecanoylglycerophosphoethanolamine (C12:0 Pe),0.0
3473,pe14_hs_e,1-Myristoylglycerophosphoethanolamine (C14:0 Pe),0.0
3474,pe161_hs_e,"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",0.0
3475,pe13_hs_e,1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),0.0
3476,pe15_hs_e,1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),0.0
3477,pe17_hs_e,1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),0.0
3478,pcholn203_hs_e,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",0.0
3479,pailar_hs_e,1-Arachidonoylglycerophosphoinositol,0.0
3480,pcholn24_hs_e,"1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",0.0
3481,pcholn261_hs_e,Lysopc A C26:1 (Delta 5),0.0
3482,pcholn281_hs_e,Lysopc A C28:1 (Delta 5),0.0
3483,pcholn28_hs_e,Lysopc A C28:0,0.0
3484,pcholdoc_hs_e,1-Docosahexaenoylglycerophosphocholine,0.0
3485,pcholeic_hs_e,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",0.0
3486,pcholet_hs_e,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",0.0
3487,pcholhep_hs_e,1-Heptadecanoylglycerophosphocholine,0.0
3488,pchollinl_hs_e,"1-Linoleoylglycerophosphocholine (Delta 9,12)",0.0
3489,pelinl_hs_e,"1-Linoleoylglycerophosphoethanolamine (Delta 9,12)",0.0
3490,sphmyln18114_hs_c,"Sm (D18:1/14:0), Sphingomyelin",0.0
3491,sphmyln18121_hs_c,"Sm (D18:1/21:0), Sphingomyelin",0.0
3492,sphmyln181221_hs_c,"Sm (D18:1/22:1), Sphingomyelin",0.0
3493,sphmyln18122_hs_c,"Sm (D18:1/22:0), Sphingomyelin",0.0
3494,sphmyln18123_hs_c,"Sm (D18:1/23:0), Sphingomyelin",0.0
3495,sphmyln180241_hs_c,"Sm (D18:0/24:1), Sphingomyelin",0.0
3496,sphmyln1824_hs_c,"Sm (D18:0/24:0), Sphingomyelin",0.0
3497,sphmyln1825_hs_c,"Sm (D18:0/25:0), Sphingomyelin",0.0
3498,sphmyln18115_hs_c,"Sm (D18:1/15:0), Sphingomyelin",0.0
3499,sphmyln181161_hs_c,"Sm (D18:1/16:1), Sphingomyelin",0.0
3500,sphmyln18116_hs_c,"Sm (D18:1/16:0), Sphingomyelin",0.0
3501,sphmyln18117_hs_c,"Sm (D18:1/17:0), Sphingomyelin",0.0
3502,sphmyln18118_hs_c,"Sm (D18:1/18:0), Sphingomyelin",0.0
3503,sphmyln181181_hs_c,"Sm (D18:1/18:1), Sphingomyelin",0.0
3504,sphmyln181201_hs_c,"Sm (D18:1/20:1), Sphingomyelin",0.0
3505,sphmyln18120_hs_c,"Sm (D18:1/20:0), Sphingomyelin",0.0
3506,xolest183_hs_l,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",0.0
3507,xolest182_hs_l,"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",-4.185078974082643e-17
3508,tmndnc_l,"Timnodonic Acid C20:5, N-3",1.6463644066112352e-17
3509,xolest205_hs_l,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",3.012400555654375e-17
3510,crvnc_l,"Cervonic Acid, C22:6 N-3",7.66392211925809e-18
3511,xolest226_hs_l,"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",0.0
3512,maglinl_hs_e,1-Linoleoylglycerol,0.0
3513,magole_hs_e,1-Oleoylglycerol,0.0
3514,magpalm_hs_e,1-Palmitoylglycerol,0.0
3515,magste_hs_e,1-Stearoylglycerol,0.0
3516,magarachi_hs_e,1-Arachidonoyl Glycerol,0.0
3517,pcholmyr_hs_c,1-Myristoylglycerophosphocholine,0.0
3518,pcholole_hs_c,1-Oleoylglycerophosphocholine (Delta 9),0.0
3519,peole_hs_c,1-Oleoylglycerophosphoethanolamine (Delta 9),0.0
3520,pcholpalme_hs_c,1-Palmitoleoylglycerophosphocholine (Delta 9),0.0
3521,pcholpalm_hs_c,1-Palmitoylglycerophosphocholine,0.0
3522,pepalm_hs_c,1-Palmitoylglycerophosphoethanolamine,0.0
3523,pailpalm_hs_c,1-Palmitoylglycerophosphoinositol,0.0
3524,pcholste_hs_c,1-Stearoylglycerophosphocholine,0.0
3525,pchol2linl_hs_c,2-Linoleoylglycerophosphocholine,0.0
3526,pe2linl_hs_c,2-Linoleoylglycerophosphoethanolamine,0.0
3527,pchol2ole_hs_c,2-Oleoylglycerophosphocholine,0.0
3528,pchol2palm_hs_c,2-Palmitoylglycerophosphocholine,0.0
3529,pchol2ste_hs_c,2-Stearoylglycerophosphocholine,0.0
3530,pcholn15_hs_c,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",0.0
3531,pcholar_hs_c,1-Arachidonoyl-Glycero-3-Phosphocholine,0.0
3532,pcholn183_hs_c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",0.0
3533,pcholn1836_hs_c,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",0.0
3534,pcholn19_hs_c,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",0.0
3535,pcholn201_hs_c,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",0.0
3536,pcholn204_hs_c,"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",0.0
3537,pcholn205_hs_c,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",0.0
3538,pcholn224_hs_c,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",0.0
